DIA/MES/ANO HORA:MINUTO:SEGUNDO |  TENSÃO | CORRENTE 
17/9/2018/ 0:3:32 |2.40937|0.00975
17/9/2018/ 0:3:33 |2.31562|0.01388
17/9/2018/ 0:3:34 |2.38125|0.01237
17/9/2018/ 0:3:35 |3.04687|0.01087
17/9/2018/ 0:3:36 |2.71875|0.00900
17/9/2018/ 0:3:37 |2.48437|0.01050
17/9/2018/ 0:3:38 |2.36250|0.01163
17/9/2018/ 0:3:39 |2.54062|0.01350
17/9/2018/ 0:3:40 |2.83125|0.01012
17/9/2018/ 0:3:41 |2.60625|0.00975
17/9/2018/ 0:3:42 |2.27812|0.01537
17/9/2018/ 0:3:43 |2.46562|0.01275
17/9/2018/ 0:3:44 |2.70937|0.01050
17/9/2018/ 0:3:45 |2.96250|0.01087
17/9/2018/ 0:3:46 |2.55937|0.01050
17/9/2018/ 0:3:47 |2.32500|0.01312
17/9/2018/ 0:3:48 |2.43750|0.01275
17/9/2018/ 0:3:49 |2.51250|0.01163
17/9/2018/ 0:3:50 |2.76562|0.01087
17/9/2018/ 0:3:51 |2.66250|0.01163
17/9/2018/ 0:3:52 |2.35312|0.01500
17/9/2018/ 0:3:53 |2.42812|0.01200
17/9/2018/ 0:3:54 |2.45625|0.01237
17/9/2018/ 0:3:55 |2.61562|0.01125
17/9/2018/ 0:3:56 |2.96250|0.01125
17/9/2018/ 0:3:57 |2.50312|0.01125
17/9/2018/ 0:3:58 |2.33437|0.01275
17/9/2018/ 0:3:59 |2.50312|0.01163
17/9/2018/ 0:4:0 |2.85000|0.01012
17/9/2018/ 0:4:1 |2.77500|0.00862
17/9/2018/ 0:4:2 |2.33437|0.00975
17/9/2018/ 0:4:3 |2.33437|0.01237
17/9/2018/ 0:4:4 |2.95312|0.01125
17/9/2018/ 0:4:5 |2.96250|0.01012
17/9/2018/ 0:4:6 |2.57812|0.01050
17/9/2018/ 0:4:7 |2.29687|0.01388
17/9/2018/ 0:4:8 |2.71875|0.01087
17/9/2018/ 0:4:9 |2.96250|0.00937
17/9/2018/ 0:4:10 |2.97187|0.00975
17/9/2018/ 0:4:11 |2.53125|0.01012
17/9/2018/ 0:4:12 |2.30625|0.01312
17/9/2018/ 0:4:13 |2.85937|0.01050
17/9/2018/ 0:4:14 |2.93437|0.00862
17/9/2018/ 0:4:15 |2.55937|0.00900
17/9/2018/ 0:4:16 |2.31562|0.01200
17/9/2018/ 0:4:17 |2.85937|0.01575
17/9/2018/ 0:4:18 |2.86875|0.00975
17/9/2018/ 0:4:19 |2.37187|0.01425
17/9/2018/ 0:4:20 |2.34375|0.01312
17/9/2018/ 0:4:21 |2.91562|0.01125
17/9/2018/ 0:4:22 |2.85000|0.00862
17/9/2018/ 0:4:23 |2.44687|0.01350
17/9/2018/ 0:4:24 |2.30625|0.01312
17/9/2018/ 0:4:25 |2.69062|0.01125
17/9/2018/ 0:4:26 |2.87812|0.01087
17/9/2018/ 0:4:27 |2.70000|0.01125
17/9/2018/ 0:4:28 |2.28750|0.01350
17/9/2018/ 0:4:29 |2.58750|0.01200
17/9/2018/ 0:4:30 |3.05625|0.01050
17/9/2018/ 0:4:31 |2.81250|0.00900
17/9/2018/ 0:4:32 |2.39062|0.01388
17/9/2018/ 0:4:33 |2.44687|0.01350
17/9/2018/ 0:4:34 |2.92500|0.01087
17/9/2018/ 0:4:35 |2.96250|0.00900
17/9/2018/ 0:4:36 |2.36250|0.01012
17/9/2018/ 0:4:37 |2.36250|0.01237
17/9/2018/ 0:4:38 |2.44687|0.01275
17/9/2018/ 0:4:39 |2.83125|0.01087
17/9/2018/ 0:4:40 |2.62500|0.01012
17/9/2018/ 0:4:41 |2.40937|0.01125
17/9/2018/ 0:4:42 |2.39062|0.01312
17/9/2018/ 0:4:43 |2.95312|0.01087
17/9/2018/ 0:4:44 |2.58750|0.01050
17/9/2018/ 0:4:45 |2.35312|0.01350
17/9/2018/ 0:4:46 |2.45625|0.01350
17/9/2018/ 0:4:47 |3.00000|0.01012
17/9/2018/ 0:4:48 |2.55937|0.01050
17/9/2018/ 0:4:49 |2.30625|0.01125
17/9/2018/ 0:4:50 |2.90625|0.01163
17/9/2018/ 0:4:51 |2.98125|0.00975
17/9/2018/ 0:4:52 |2.55937|0.00900
17/9/2018/ 0:4:53 |2.44687|0.01350
17/9/2018/ 0:4:54 |2.41875|0.01275
17/9/2018/ 0:4:55 |2.92500|0.01012
17/9/2018/ 0:4:56 |2.97187|0.00862
17/9/2018/ 0:4:57 |2.45625|0.01312
17/9/2018/ 0:4:58 |2.40000|0.01125
17/9/2018/ 0:4:59 |2.88750|0.01125
17/9/2018/ 0:5:0 |2.64375|0.01087
17/9/2018/ 0:5:1 |2.36250|0.01012
17/9/2018/ 0:5:2 |2.35312|0.01312
17/9/2018/ 0:5:3 |2.99062|0.01012
17/9/2018/ 0:5:4 |2.74687|0.00937
17/9/2018/ 0:5:5 |2.42812|0.01388
17/9/2018/ 0:5:6 |2.31562|0.01050
17/9/2018/ 0:5:7 |2.75625|0.01050
17/9/2018/ 0:5:8 |3.01875|0.01125
17/9/2018/ 0:5:9 |2.77500|0.00937
17/9/2018/ 0:5:10 |2.35312|0.01388
17/9/2018/ 0:5:11 |2.35312|0.01087
17/9/2018/ 0:5:12 |2.95312|0.01012
17/9/2018/ 0:5:13 |2.80312|0.00900
17/9/2018/ 0:5:14 |2.34375|0.01237
17/9/2018/ 0:5:15 |2.55937|0.01125
17/9/2018/ 0:5:16 |2.98125|0.01050
17/9/2018/ 0:5:17 |2.81250|0.01125
17/9/2018/ 0:5:18 |2.34375|0.01388
17/9/2018/ 0:5:19 |2.57812|0.01312
17/9/2018/ 0:5:20 |2.98125|0.00937
17/9/2018/ 0:5:21 |2.64375|0.01050
17/9/2018/ 0:5:22 |2.45625|0.00975
17/9/2018/ 0:5:23 |2.31562|0.01275
17/9/2018/ 0:5:24 |2.97187|0.00975
17/9/2018/ 0:5:25 |2.79375|0.01087
17/9/2018/ 0:5:26 |2.31562|0.01125
17/9/2018/ 0:5:27 |2.37187|0.01200
17/9/2018/ 0:5:28 |2.93437|0.01163
17/9/2018/ 0:5:29 |2.81250|0.00975
17/9/2018/ 0:5:30 |2.41875|0.01388
17/9/2018/ 0:5:31 |2.40000|0.01350
17/9/2018/ 0:5:32 |2.51250|0.01200
17/9/2018/ 0:5:33 |2.96250|0.01012
17/9/2018/ 0:5:34 |2.71875|0.01163
17/9/2018/ 0:5:35 |2.27812|0.01237
17/9/2018/ 0:5:36 |2.37187|0.01275
17/9/2018/ 0:5:37 |2.69062|0.01163
17/9/2018/ 0:5:38 |3.02812|0.00862
17/9/2018/ 0:5:39 |2.70000|0.01012
17/9/2018/ 0:5:40 |2.30625|0.01200
17/9/2018/ 0:5:41 |2.60625|0.01237
17/9/2018/ 0:5:42 |3.05625|0.00937
17/9/2018/ 0:5:43 |2.53125|0.01012
17/9/2018/ 0:5:44 |2.40000|0.01050
17/9/2018/ 0:5:45 |2.31562|0.01237
17/9/2018/ 0:5:46 |2.94375|0.01125
17/9/2018/ 0:5:47 |2.75625|0.00900
17/9/2018/ 0:5:48 |2.42812|0.01237
17/9/2018/ 0:5:49 |2.33437|0.01163
17/9/2018/ 0:5:50 |2.87812|0.01087
17/9/2018/ 0:5:51 |2.96250|0.00862
17/9/2018/ 0:5:52 |2.44687|0.01012
17/9/2018/ 0:5:53 |2.37187|0.01312
17/9/2018/ 0:5:54 |2.39062|0.01237
17/9/2018/ 0:5:55 |2.85000|0.01012
17/9/2018/ 0:5:56 |2.86875|0.00937
17/9/2018/ 0:5:57 |2.32500|0.01275
17/9/2018/ 0:5:58 |2.54062|0.01125
17/9/2018/ 0:5:59 |2.92500|0.00975
17/9/2018/ 0:6:0 |2.64375|0.01050
17/9/2018/ 0:6:1 |2.30625|0.01388
17/9/2018/ 0:6:2 |2.73750|0.01237
17/9/2018/ 0:6:3 |2.92500|0.00975
17/9/2018/ 0:6:4 |2.42812|0.01388
17/9/2018/ 0:6:5 |2.32500|0.01200
17/9/2018/ 0:6:6 |2.91562|0.00975
17/9/2018/ 0:6:7 |2.71875|0.01050
17/9/2018/ 0:6:8 |2.55000|0.01050
17/9/2018/ 0:6:9 |2.33437|0.01275
17/9/2018/ 0:6:10 |2.43750|0.01350
17/9/2018/ 0:6:11 |3.00937|0.00975
17/9/2018/ 0:6:12 |2.51250|0.01050
17/9/2018/ 0:6:13 |2.32500|0.01725
17/9/2018/ 0:6:14 |2.92500|0.01163
17/9/2018/ 0:6:15 |2.94375|0.00975
17/9/2018/ 0:6:16 |2.42812|0.01050
17/9/2018/ 0:6:17 |2.37187|0.01163
17/9/2018/ 0:6:18 |2.99062|0.01050
17/9/2018/ 0:6:19 |2.61562|0.00975
17/9/2018/ 0:6:20 |2.37187|0.01163
17/9/2018/ 0:6:21 |2.32500|0.01087
17/9/2018/ 0:6:22 |2.93437|0.01087
17/9/2018/ 0:6:23 |2.77500|0.01163
17/9/2018/ 0:6:24 |2.29687|0.01350
17/9/2018/ 0:6:25 |2.68125|0.01237
17/9/2018/ 0:6:26 |2.90625|0.01125
17/9/2018/ 0:6:27 |2.55000|0.00975
17/9/2018/ 0:6:28 |2.28750|0.01237
17/9/2018/ 0:6:29 |2.98125|0.01012
17/9/2018/ 0:6:30 |2.76562|0.01087
17/9/2018/ 0:6:31 |2.29687|0.00900
17/9/2018/ 0:6:32 |2.31562|0.01087
17/9/2018/ 0:6:33 |2.97187|0.01050
17/9/2018/ 0:6:34 |2.70937|0.01125
17/9/2018/ 0:6:35 |2.31562|0.01163
17/9/2018/ 0:6:36 |2.32500|0.01275
17/9/2018/ 0:6:37 |2.46562|0.01087
17/9/2018/ 0:6:38 |2.90625|0.01012
17/9/2018/ 0:6:39 |2.44687|0.01012
17/9/2018/ 0:6:40 |2.25937|0.01275
17/9/2018/ 0:6:41 |2.40000|0.00937
17/9/2018/ 0:6:42 |2.93437|0.01050
17/9/2018/ 0:6:43 |2.70937|0.01200
17/9/2018/ 0:6:44 |2.33437|0.01200
17/9/2018/ 0:6:45 |2.40000|0.01050
17/9/2018/ 0:6:46 |2.63437|0.01237
17/9/2018/ 0:6:47 |3.00000|0.01050
17/9/2018/ 0:6:48 |2.42812|0.00975
17/9/2018/ 0:6:49 |2.33437|0.01350
17/9/2018/ 0:6:50 |2.60625|0.01237
17/9/2018/ 0:6:51 |2.85937|0.01237
17/9/2018/ 0:6:52 |2.88750|0.01050
17/9/2018/ 0:6:53 |2.67187|0.01087
17/9/2018/ 0:6:54 |2.35312|0.01312
17/9/2018/ 0:6:55 |2.47500|0.01087
17/9/2018/ 0:6:56 |2.89687|0.01050
17/9/2018/ 0:6:57 |2.82187|0.00862
17/9/2018/ 0:6:58 |2.49375|0.01388
17/9/2018/ 0:6:59 |2.41875|0.01237
17/9/2018/ 0:7:0 |3.04687|0.01050
17/9/2018/ 0:7:1 |2.67187|0.01125
17/9/2018/ 0:7:2 |2.47500|0.01050
17/9/2018/ 0:7:3 |2.32500|0.01312
17/9/2018/ 0:7:4 |3.00000|0.01163
17/9/2018/ 0:7:5 |2.97187|0.01050
17/9/2018/ 0:7:6 |2.51250|0.00975
17/9/2018/ 0:7:7 |2.42812|0.01350
17/9/2018/ 0:7:8 |2.39062|0.01350
17/9/2018/ 0:7:9 |2.94375|0.01050
17/9/2018/ 0:7:10 |2.70937|0.01125
17/9/2018/ 0:7:11 |2.35312|0.01388
17/9/2018/ 0:7:12 |2.32500|0.01087
17/9/2018/ 0:7:13 |2.86875|0.01125
17/9/2018/ 0:7:14 |2.87812|0.00900
17/9/2018/ 0:7:15 |2.42812|0.01012
17/9/2018/ 0:7:16 |2.37187|0.01163
17/9/2018/ 0:7:17 |2.51250|0.01237
17/9/2018/ 0:7:18 |2.98125|0.01087
17/9/2018/ 0:7:19 |2.55937|0.01050
17/9/2018/ 0:7:20 |2.44687|0.01012
17/9/2018/ 0:7:21 |2.40000|0.01275
17/9/2018/ 0:7:22 |3.00000|0.01087
17/9/2018/ 0:7:23 |3.04687|0.00900
17/9/2018/ 0:7:24 |2.38125|0.01012
17/9/2018/ 0:7:25 |2.40937|0.01050
17/9/2018/ 0:7:26 |2.98125|0.01012
17/9/2018/ 0:7:27 |2.93437|0.00900
17/9/2018/ 0:7:28 |2.42812|0.01388
17/9/2018/ 0:7:29 |2.49375|0.01275
17/9/2018/ 0:7:30 |3.01875|0.00937
17/9/2018/ 0:7:31 |2.49375|0.00975
17/9/2018/ 0:7:32 |2.37187|0.01312
17/9/2018/ 0:7:33 |2.97187|0.01012
17/9/2018/ 0:7:34 |2.81250|0.00900
17/9/2018/ 0:7:35 |2.42812|0.00975
17/9/2018/ 0:7:36 |2.32500|0.01163
17/9/2018/ 0:7:37 |2.49375|0.01200
17/9/2018/ 0:7:38 |2.94375|0.00975
17/9/2018/ 0:7:39 |2.40000|0.01050
17/9/2018/ 0:7:40 |2.36250|0.01200
17/9/2018/ 0:7:41 |3.00000|0.01087
17/9/2018/ 0:7:42 |3.00000|0.00862
17/9/2018/ 0:7:43 |2.51250|0.01087
17/9/2018/ 0:7:44 |2.42812|0.01163
17/9/2018/ 0:7:45 |2.92500|0.01087
17/9/2018/ 0:7:46 |2.69062|0.01012
17/9/2018/ 0:7:47 |2.46562|0.01087
17/9/2018/ 0:7:48 |2.38125|0.01312
17/9/2018/ 0:7:49 |2.85000|0.01163
17/9/2018/ 0:7:50 |2.92500|0.01050
17/9/2018/ 0:7:51 |2.92500|0.00900
17/9/2018/ 0:7:52 |2.44687|0.01012
17/9/2018/ 0:7:53 |2.33437|0.01350
17/9/2018/ 0:7:54 |2.38125|0.01012
17/9/2018/ 0:7:55 |2.95312|0.01087
17/9/2018/ 0:7:56 |2.89687|0.00975
17/9/2018/ 0:7:57 |2.42812|0.01125
17/9/2018/ 0:7:58 |2.34375|0.01350
17/9/2018/ 0:7:59 |2.65312|0.01200
17/9/2018/ 0:8:0 |2.98125|0.01050
17/9/2018/ 0:8:1 |2.85000|0.00900
17/9/2018/ 0:8:2 |2.42812|0.01237
17/9/2018/ 0:8:3 |2.34375|0.01312
17/9/2018/ 0:8:4 |2.40000|0.01237
17/9/2018/ 0:8:5 |3.00000|0.01125
17/9/2018/ 0:8:6 |2.48437|0.00937
17/9/2018/ 0:8:7 |2.41875|0.01388
17/9/2018/ 0:8:8 |2.50312|0.01350
17/9/2018/ 0:8:9 |2.91562|0.01050
17/9/2018/ 0:8:10 |2.48437|0.01050
17/9/2018/ 0:8:11 |2.35312|0.01275
17/9/2018/ 0:8:12 |2.65312|0.01200
17/9/2018/ 0:8:13 |2.92500|0.00900
17/9/2018/ 0:8:14 |2.47500|0.01087
17/9/2018/ 0:8:15 |2.39062|0.01200
17/9/2018/ 0:8:16 |2.98125|0.01012
17/9/2018/ 0:8:17 |2.89687|0.01200
17/9/2018/ 0:8:18 |2.43750|0.00862
17/9/2018/ 0:8:19 |2.29687|0.01350
17/9/2018/ 0:8:20 |2.54062|0.01275
17/9/2018/ 0:8:21 |2.97187|0.01050
17/9/2018/ 0:8:22 |2.51250|0.01050
17/9/2018/ 0:8:23 |2.46562|0.01350
17/9/2018/ 0:8:24 |2.41875|0.00937
17/9/2018/ 0:8:25 |3.02812|0.01087
17/9/2018/ 0:8:26 |2.72812|0.01200
17/9/2018/ 0:8:27 |2.53125|0.01050
17/9/2018/ 0:8:28 |2.33437|0.01388
17/9/2018/ 0:8:29 |2.57812|0.01312
17/9/2018/ 0:8:30 |2.97187|0.01050
17/9/2018/ 0:8:31 |2.54062|0.01050
17/9/2018/ 0:8:32 |2.39062|0.01012
17/9/2018/ 0:8:33 |2.32500|0.01312
17/9/2018/ 0:8:34 |2.98125|0.01050
17/9/2018/ 0:8:35 |2.99062|0.00900
17/9/2018/ 0:8:36 |2.42812|0.01388
17/9/2018/ 0:8:37 |2.32500|0.01125
17/9/2018/ 0:8:38 |2.65312|0.01275
17/9/2018/ 0:8:39 |2.90625|0.00975
17/9/2018/ 0:8:40 |2.44687|0.00975
17/9/2018/ 0:8:41 |2.32500|0.01312
17/9/2018/ 0:8:42 |2.50312|0.01125
17/9/2018/ 0:8:43 |2.95312|0.00937
17/9/2018/ 0:8:44 |2.51250|0.00975
17/9/2018/ 0:8:45 |2.35312|0.01350
17/9/2018/ 0:8:46 |2.98125|0.01125
17/9/2018/ 0:8:47 |2.90625|0.01012
17/9/2018/ 0:8:48 |2.79375|0.01237
17/9/2018/ 0:8:49 |2.30625|0.01312
17/9/2018/ 0:8:50 |2.62500|0.01087
17/9/2018/ 0:8:51 |2.83125|0.01012
17/9/2018/ 0:8:52 |2.57812|0.01012
17/9/2018/ 0:8:53 |2.33437|0.01125
17/9/2018/ 0:8:54 |2.89687|0.01200
