DIA/MES/ANO HORA:MINUTO:SEGUNDO |  TENSÃO | CORRENTE 
10/9/2018/ 18:45:25 |2.55000|0.01312
10/9/2018/ 18:45:26 |2.62500|0.01087
10/9/2018/ 18:45:27 |2.59687|0.01125
10/9/2018/ 18:45:28 |2.68125|0.01125
10/9/2018/ 18:45:29 |2.59687|0.01237
10/9/2018/ 18:45:30 |2.34375|0.01425
10/9/2018/ 18:45:31 |3.15000|0.01087
10/9/2018/ 18:45:32 |2.31562|0.01575
10/9/2018/ 18:45:33 |2.93437|0.01312
10/9/2018/ 18:45:34 |2.60625|0.01237
10/9/2018/ 18:45:35 |2.57812|0.00937
10/9/2018/ 18:45:36 |2.82187|0.01312
10/9/2018/ 18:45:37 |2.25000|0.01463
10/9/2018/ 18:45:38 |3.17812|0.01050
10/9/2018/ 18:45:39 |2.40000|0.01425
10/9/2018/ 18:45:40 |2.85937|0.01087
10/9/2018/ 18:45:41 |2.98125|0.01200
10/9/2018/ 18:45:42 |2.81250|0.01125
10/9/2018/ 18:45:43 |3.03750|0.01200
10/9/2018/ 18:45:44 |2.31562|0.01425
10/9/2018/ 18:45:45 |2.90625|0.01050
10/9/2018/ 18:45:46 |2.34375|0.01312
10/9/2018/ 18:45:47 |2.85937|0.01125
10/9/2018/ 18:45:48 |2.85937|0.01275
10/9/2018/ 18:45:49 |2.40937|0.01463
10/9/2018/ 18:45:50 |2.98125|0.00975
10/9/2018/ 18:45:51 |2.27812|0.01388
10/9/2018/ 18:45:52 |2.58750|0.01237
10/9/2018/ 18:45:53 |2.87812|0.00787
10/9/2018/ 18:45:54 |2.24062|0.01275
10/9/2018/ 18:45:55 |2.99062|0.01125
10/9/2018/ 18:45:56 |2.28750|0.01388
10/9/2018/ 18:45:57 |2.94375|0.01163
10/9/2018/ 18:45:58 |2.74687|0.00750
10/9/2018/ 18:45:59 |2.23125|0.01388
10/9/2018/ 18:46:0 |3.17812|0.00975
10/9/2018/ 18:46:1 |2.36250|0.01463
10/9/2018/ 18:46:2 |2.49375|0.01050
10/9/2018/ 18:46:3 |3.06562|0.01087
10/9/2018/ 18:46:4 |2.25000|0.01237
10/9/2018/ 18:46:5 |2.93437|0.01163
10/9/2018/ 18:46:6 |2.97187|0.01163
10/9/2018/ 18:46:7 |2.35312|0.01613
10/9/2018/ 18:46:8 |3.09375|0.01012
10/9/2018/ 18:46:9 |2.40937|0.01425
10/9/2018/ 18:46:10 |2.30625|0.01425
10/9/2018/ 18:46:11 |3.14062|0.01087
10/9/2018/ 18:46:12 |2.56875|0.01087
10/9/2018/ 18:46:13 |2.76562|0.01275
10/9/2018/ 18:46:14 |2.82187|0.01125
10/9/2018/ 18:46:15 |2.73750|0.01312
10/9/2018/ 18:46:16 |3.06562|0.01163
10/9/2018/ 18:46:17 |2.43750|0.01425
10/9/2018/ 18:46:18 |2.71875|0.01125
10/9/2018/ 18:46:19 |2.23125|0.01500
10/9/2018/ 18:46:20 |3.06562|0.00975
10/9/2018/ 18:46:21 |2.29687|0.01275
10/9/2018/ 18:46:22 |3.00937|0.01050
10/9/2018/ 18:46:23 |2.64375|0.01087
10/9/2018/ 18:46:24 |2.35312|0.01463
10/9/2018/ 18:46:25 |2.76562|0.00975
10/9/2018/ 18:46:26 |2.22187|0.01463
10/9/2018/ 18:46:27 |3.12187|0.01087
10/9/2018/ 18:46:28 |2.18437|0.01463
10/9/2018/ 18:46:29 |2.70000|0.01350
10/9/2018/ 18:46:30 |2.59687|0.01050
10/9/2018/ 18:46:31 |2.38125|0.01425
10/9/2018/ 18:46:32 |3.18750|0.01012
10/9/2018/ 18:46:33 |2.24062|0.01463
10/9/2018/ 18:46:34 |3.11250|0.01087
10/9/2018/ 18:46:35 |2.23125|0.01500
10/9/2018/ 18:46:36 |2.78437|0.01237
10/9/2018/ 18:46:37 |2.55937|0.00975
10/9/2018/ 18:46:38 |2.37187|0.01312
10/9/2018/ 18:46:39 |2.89687|0.01125
10/9/2018/ 18:46:40 |2.25000|0.01500
10/9/2018/ 18:46:41 |2.80312|0.01125
10/9/2018/ 18:46:42 |2.51250|0.01050
10/9/2018/ 18:46:43 |2.42812|0.01425
10/9/2018/ 18:46:44 |2.84062|0.01087
10/9/2018/ 18:46:45 |2.48437|0.01388
10/9/2018/ 18:46:46 |3.11250|0.00937
10/9/2018/ 18:46:47 |2.24062|0.01800
10/9/2018/ 18:46:48 |3.04687|0.01050
10/9/2018/ 18:46:49 |2.23125|0.01388
10/9/2018/ 18:46:50 |3.05625|0.01087
10/9/2018/ 18:46:51 |2.41875|0.01275
10/9/2018/ 18:46:52 |2.44687|0.01237
10/9/2018/ 18:46:53 |3.15937|0.00975
10/9/2018/ 18:46:54 |2.25937|0.01275
10/9/2018/ 18:46:55 |2.63437|0.00975
10/9/2018/ 18:46:56 |2.22187|0.01350
10/9/2018/ 18:46:57 |3.15000|0.01125
10/9/2018/ 18:46:58 |2.53125|0.01050
10/9/2018/ 18:46:59 |2.74687|0.01050
10/9/2018/ 18:47:0 |2.83125|0.01050
10/9/2018/ 18:47:1 |2.40937|0.01237
10/9/2018/ 18:47:2 |2.81250|0.01125
10/9/2018/ 18:47:3 |2.26875|0.01388
10/9/2018/ 18:47:4 |3.15937|0.00975
10/9/2018/ 18:47:5 |2.38125|0.01350
10/9/2018/ 18:47:6 |2.41875|0.01988
10/9/2018/ 18:47:7 |2.87812|0.01163
10/9/2018/ 18:47:8 |2.24062|0.01500
10/9/2018/ 18:47:9 |3.02812|0.01012
10/9/2018/ 18:47:10 |2.27812|0.01050
10/9/2018/ 18:47:11 |2.85937|0.01200
10/9/2018/ 18:47:12 |2.30625|0.01087
10/9/2018/ 18:47:13 |2.41875|0.01425
10/9/2018/ 18:47:14 |3.04687|0.00975
10/9/2018/ 18:47:15 |2.27812|0.01350
10/9/2018/ 18:47:16 |3.18750|0.01050
10/9/2018/ 18:47:17 |2.30625|0.01463
10/9/2018/ 18:47:18 |2.70000|0.01163
10/9/2018/ 18:47:19 |2.86875|0.01012
10/9/2018/ 18:47:20 |2.28750|0.01425
10/9/2018/ 18:47:21 |3.17812|0.01125
10/9/2018/ 18:47:22 |2.30625|0.01350
10/9/2018/ 18:47:23 |2.74687|0.01350
10/9/2018/ 18:47:24 |2.65312|0.01050
10/9/2018/ 18:47:25 |2.36250|0.01463
10/9/2018/ 18:47:26 |3.05625|0.00937
10/9/2018/ 18:47:27 |2.43750|0.01312
10/9/2018/ 18:47:28 |3.40312|0.01050
10/9/2018/ 18:47:29 |2.38125|0.01350
10/9/2018/ 18:47:30 |2.97187|0.01275
10/9/2018/ 18:47:31 |2.77500|0.01012
10/9/2018/ 18:47:32 |2.52187|0.01463
10/9/2018/ 18:47:33 |2.77500|0.01575
10/9/2018/ 18:47:34 |2.26875|0.01500
10/9/2018/ 18:47:35 |2.89687|0.01163
10/9/2018/ 18:47:36 |2.47500|0.01125
10/9/2018/ 18:47:37 |2.85000|0.01237
10/9/2018/ 18:47:38 |2.76562|0.01087
10/9/2018/ 18:47:39 |2.49375|0.01388
10/9/2018/ 18:47:40 |3.16875|0.01050
10/9/2018/ 18:47:41 |2.17500|0.01500
10/9/2018/ 18:47:42 |3.05625|0.01200
10/9/2018/ 18:47:43 |2.43750|0.01125
10/9/2018/ 18:47:44 |2.95312|0.01200
10/9/2018/ 18:47:45 |2.86875|0.01087
10/9/2018/ 18:47:46 |2.38125|0.01087
10/9/2018/ 18:47:47 |3.08437|0.01050
10/9/2018/ 18:47:48 |2.73750|0.01087
10/9/2018/ 18:47:49 |2.32500|0.00937
10/9/2018/ 18:47:50 |3.12187|0.01087
10/9/2018/ 18:47:51 |2.43750|0.01200
10/9/2018/ 18:47:52 |2.60625|0.01312
10/9/2018/ 18:47:53 |3.11250|0.00975
10/9/2018/ 18:47:54 |2.25937|0.01425
10/9/2018/ 18:47:55 |2.94375|0.01275
10/9/2018/ 18:47:56 |2.74687|0.01163
10/9/2018/ 18:47:57 |2.29687|0.01463
10/9/2018/ 18:47:58 |3.15000|0.01050
10/9/2018/ 18:47:59 |2.55000|0.01050
10/9/2018/ 18:48:0 |2.54062|0.01312
10/9/2018/ 18:48:1 |2.27812|0.01463
10/9/2018/ 18:48:2 |3.00000|0.01275
10/9/2018/ 18:48:3 |2.99062|0.01275
10/9/2018/ 18:48:4 |2.27812|0.01463
10/9/2018/ 18:48:5 |3.11250|0.01125
10/9/2018/ 18:48:6 |2.50312|0.01050
10/9/2018/ 18:48:7 |2.62500|0.01312
10/9/2018/ 18:48:8 |2.79375|0.01125
10/9/2018/ 18:48:9 |2.20312|0.01350
10/9/2018/ 18:48:10 |3.05625|0.01388
10/9/2018/ 18:48:11 |2.80312|0.01087
10/9/2018/ 18:48:12 |2.36250|0.01537
10/9/2018/ 18:48:13 |3.06562|0.00975
10/9/2018/ 18:48:14 |2.38125|0.01050
10/9/2018/ 18:48:15 |2.32500|0.01463
10/9/2018/ 18:48:16 |2.91562|0.00937
10/9/2018/ 18:48:17 |2.25937|0.01463
10/9/2018/ 18:48:18 |3.16875|0.01012
10/9/2018/ 18:48:19 |2.40937|0.01312
10/9/2018/ 18:48:20 |2.98125|0.01237
10/9/2018/ 18:48:21 |2.43750|0.01125
10/9/2018/ 18:48:22 |2.48437|0.01425
10/9/2018/ 18:48:23 |3.21562|0.01163
10/9/2018/ 18:48:24 |2.20312|0.01200
10/9/2018/ 18:48:25 |3.08437|0.00975
10/9/2018/ 18:48:26 |2.30625|0.01312
10/9/2018/ 18:48:27 |2.97187|0.01163
10/9/2018/ 18:48:28 |2.48437|0.01087
10/9/2018/ 18:48:29 |2.21250|0.01650
10/9/2018/ 18:48:30 |3.01875|0.01050
10/9/2018/ 18:48:31 |2.24062|0.01463
10/9/2018/ 18:48:32 |2.66250|0.01312
10/9/2018/ 18:48:33 |2.56875|0.01087
10/9/2018/ 18:48:34 |2.23125|0.01350
10/9/2018/ 18:48:35 |3.05625|0.01050
10/9/2018/ 18:48:36 |2.21250|0.01350
10/9/2018/ 18:48:37 |2.79375|0.01575
10/9/2018/ 18:48:38 |2.63437|0.01163
10/9/2018/ 18:48:39 |2.19375|0.01463
10/9/2018/ 18:48:40 |3.20625|0.01050
10/9/2018/ 18:48:41 |2.38125|0.00975
10/9/2018/ 18:48:42 |2.80312|0.01237
10/9/2018/ 18:48:43 |2.93437|0.00937
10/9/2018/ 18:48:44 |2.20312|0.01537
10/9/2018/ 18:48:45 |3.24375|0.01087
10/9/2018/ 18:48:46 |2.62500|0.01087
10/9/2018/ 18:48:47 |2.58750|0.01388
10/9/2018/ 18:48:48 |2.61562|0.01125
10/9/2018/ 18:48:49 |2.28750|0.01350
10/9/2018/ 18:48:50 |2.98125|0.00975
10/9/2018/ 18:48:51 |2.19375|0.01463
10/9/2018/ 18:48:52 |3.10312|0.01087
10/9/2018/ 18:48:53 |2.25937|0.01763
10/9/2018/ 18:48:54 |2.63437|0.01163
10/9/2018/ 18:48:55 |2.47500|0.01087
10/9/2018/ 18:48:56 |2.31562|0.01500
10/9/2018/ 18:48:57 |2.97187|0.01050
10/9/2018/ 18:48:58 |2.24062|0.01350
10/9/2018/ 18:48:59 |2.70937|0.01275
10/9/2018/ 18:49:0 |2.58750|0.01012
10/9/2018/ 18:49:1 |2.35312|0.01275
10/9/2018/ 18:49:2 |2.78437|0.00862
10/9/2018/ 18:49:3 |2.29687|0.01275
10/9/2018/ 18:49:4 |3.06562|0.01087
10/9/2018/ 18:49:5 |2.22187|0.01312
10/9/2018/ 18:49:6 |2.85000|0.00862
10/9/2018/ 18:49:7 |2.49375|0.01087
10/9/2018/ 18:49:8 |2.35312|0.01012
10/9/2018/ 18:49:9 |3.05625|0.01163
10/9/2018/ 18:49:10 |2.32500|0.01463
10/9/2018/ 18:49:11 |2.80312|0.01237
10/9/2018/ 18:49:12 |2.49375|0.00975
10/9/2018/ 18:49:13 |2.74687|0.01200
10/9/2018/ 18:49:14 |2.84062|0.00937
10/9/2018/ 18:49:15 |2.27812|0.01463
10/9/2018/ 18:49:16 |3.00937|0.01163
10/9/2018/ 18:49:17 |2.26875|0.01275
10/9/2018/ 18:49:18 |2.68125|0.01275
10/9/2018/ 18:49:19 |2.60625|0.01087
10/9/2018/ 18:49:20 |2.82187|0.01200
10/9/2018/ 18:49:21 |2.58750|0.01087
10/9/2018/ 18:49:22 |2.61562|0.01237
10/9/2018/ 18:49:23 |3.07500|0.00937
10/9/2018/ 18:49:24 |2.18437|0.01500
10/9/2018/ 18:49:25 |2.41875|0.01350
10/9/2018/ 18:49:26 |2.89687|0.01163
10/9/2018/ 18:49:27 |2.34375|0.01838
10/9/2018/ 18:49:28 |2.98125|0.01125
10/9/2018/ 18:49:29 |2.30625|0.01463
10/9/2018/ 18:49:30 |2.46562|0.01763
10/9/2018/ 18:49:31 |2.83125|0.01200
10/9/2018/ 18:49:32 |2.34375|0.01537
10/9/2018/ 18:49:33 |3.04687|0.01087
10/9/2018/ 18:49:34 |2.24062|0.01312
10/9/2018/ 18:49:35 |2.59687|0.01350
10/9/2018/ 18:49:36 |2.75625|0.01125
10/9/2018/ 18:49:37 |2.22187|0.01463
10/9/2018/ 18:49:38 |3.02812|0.01050
10/9/2018/ 18:49:39 |2.55000|0.01163
10/9/2018/ 18:49:40 |2.30625|0.01463
10/9/2018/ 18:49:41 |3.00937|0.00937
10/9/2018/ 18:49:42 |2.32500|0.01463
10/9/2018/ 18:49:43 |3.15000|0.01087
10/9/2018/ 18:49:44 |2.25000|0.01125
10/9/2018/ 18:49:45 |2.85000|0.01200
10/9/2018/ 18:49:46 |2.55000|0.01087
10/9/2018/ 18:49:47 |2.46562|0.01312
10/9/2018/ 18:49:48 |2.77500|0.01237
10/9/2018/ 18:49:49 |2.44687|0.01425
10/9/2018/ 18:49:50 |3.03750|0.00975
10/9/2018/ 18:49:51 |2.27812|0.01613
10/9/2018/ 18:49:52 |2.45625|0.01163
10/9/2018/ 18:49:53 |2.89687|0.01237
10/9/2018/ 18:49:54 |2.66250|0.01163
10/9/2018/ 18:49:55 |2.48437|0.01200
10/9/2018/ 18:49:56 |3.03750|0.00937
10/9/2018/ 18:49:57 |2.25937|0.01425
10/9/2018/ 18:49:58 |3.12187|0.01125
10/9/2018/ 18:49:59 |2.29687|0.01425
10/9/2018/ 18:50:0 |2.98125|0.01125
10/9/2018/ 18:50:1 |2.54062|0.00975
10/9/2018/ 18:50:2 |2.66250|0.01350
10/9/2018/ 18:50:3 |2.88750|0.01012
10/9/2018/ 18:50:4 |2.36250|0.01500
10/9/2018/ 18:50:5 |2.96250|0.00937
10/9/2018/ 18:50:6 |2.39062|0.00975
10/9/2018/ 18:50:7 |2.72812|0.01312
10/9/2018/ 18:50:8 |3.03750|0.01163
10/9/2018/ 18:50:9 |2.36250|0.01425
10/9/2018/ 18:50:10 |2.87812|0.01125
10/9/2018/ 18:50:11 |2.24062|0.01463
10/9/2018/ 18:50:12 |3.11250|0.00975
10/9/2018/ 18:50:13 |2.43750|0.01050
10/9/2018/ 18:50:14 |2.94375|0.01800
10/9/2018/ 18:50:15 |2.49375|0.01050
10/9/2018/ 18:50:16 |2.45625|0.01425
10/9/2018/ 18:50:17 |2.82187|0.01163
10/9/2018/ 18:50:18 |2.26875|0.01463
10/9/2018/ 18:50:19 |3.03750|0.00975
10/9/2018/ 18:50:20 |2.40937|0.01125
10/9/2018/ 18:50:21 |2.48437|0.01425
10/9/2018/ 18:50:22 |2.84062|0.01087
10/9/2018/ 18:50:23 |2.26875|0.01463
10/9/2018/ 18:50:24 |3.12187|0.00975
10/9/2018/ 18:50:25 |2.29687|0.01125
10/9/2018/ 18:50:26 |3.09375|0.01163
10/9/2018/ 18:50:27 |2.38125|0.01388
10/9/2018/ 18:50:28 |2.59687|0.01200
10/9/2018/ 18:50:29 |2.72812|0.01087
10/9/2018/ 18:50:30 |2.33437|0.01463
10/9/2018/ 18:50:31 |3.03750|0.00900
10/9/2018/ 18:50:32 |2.25000|0.01200
10/9/2018/ 18:50:33 |3.05625|0.01125
10/9/2018/ 18:50:34 |2.72812|0.00975
10/9/2018/ 18:50:35 |2.50312|0.01388
10/9/2018/ 18:50:36 |2.90625|0.00937
10/9/2018/ 18:50:37 |2.28750|0.01463
10/9/2018/ 18:50:38 |3.00000|0.01087
10/9/2018/ 18:50:39 |2.29687|0.01425
10/9/2018/ 18:50:40 |2.58750|0.01163
10/9/2018/ 18:50:41 |2.69062|0.01087
10/9/2018/ 18:50:42 |2.43750|0.01350
10/9/2018/ 18:50:43 |2.99062|0.00975
10/9/2018/ 18:50:44 |2.27812|0.01312
10/9/2018/ 18:50:45 |3.08437|0.01200
10/9/2018/ 18:50:46 |2.37187|0.01125
10/9/2018/ 18:50:47 |2.91562|0.01200
10/9/2018/ 18:50:48 |3.13125|0.00937
10/9/2018/ 18:50:49 |2.25000|0.01463
10/9/2018/ 18:50:50 |2.90625|0.01087
10/9/2018/ 18:50:51 |2.46562|0.01125
10/9/2018/ 18:50:52 |2.78437|0.01163
10/9/2018/ 18:50:53 |2.86875|0.01237
10/9/2018/ 18:50:54 |2.32500|0.01537
10/9/2018/ 18:50:55 |3.25312|0.01050
10/9/2018/ 18:50:56 |2.30625|0.01275
10/9/2018/ 18:50:57 |3.28125|0.01087
10/9/2018/ 18:50:58 |2.70000|0.01087
10/9/2018/ 18:50:59 |2.50312|0.01425
10/9/2018/ 18:51:0 |3.04687|0.01012
10/9/2018/ 18:51:1 |2.25000|0.01312
10/9/2018/ 18:51:2 |2.74687|0.01200
10/9/2018/ 18:51:3 |2.99062|0.00900
10/9/2018/ 18:51:4 |2.29687|0.01312
10/9/2018/ 18:51:5 |2.97187|0.01163
10/9/2018/ 18:51:6 |2.40937|0.01163
10/9/2018/ 18:51:7 |2.48437|0.01275
10/9/2018/ 18:51:8 |2.93437|0.01350
10/9/2018/ 18:51:9 |2.25000|0.01500
10/9/2018/ 18:51:10 |3.25312|0.01125
10/9/2018/ 18:51:11 |2.42812|0.01463
10/9/2018/ 18:51:12 |2.41875|0.01388
10/9/2018/ 18:51:13 |2.99062|0.01237
10/9/2018/ 18:51:14 |2.26875|0.01388
10/9/2018/ 18:51:15 |3.03750|0.01125
10/9/2018/ 18:51:16 |2.77500|0.01125
10/9/2018/ 18:51:17 |2.21250|0.01463
10/9/2018/ 18:51:18 |3.03750|0.01312
10/9/2018/ 18:51:19 |2.27812|0.01425
10/9/2018/ 18:51:20 |2.47500|0.01275
10/9/2018/ 18:51:21 |2.87812|0.01237
10/9/2018/ 18:51:22 |2.19375|0.01463
10/9/2018/ 18:51:23 |2.90625|0.01125
10/9/2018/ 18:51:24 |2.08125|0.01388
10/9/2018/ 18:51:25 |2.37187|0.01425
10/9/2018/ 18:51:26 |2.91562|0.00975
10/9/2018/ 18:51:27 |2.25937|0.01275
10/9/2018/ 18:51:28 |2.86875|0.01237
10/9/2018/ 18:51:29 |2.70937|0.01163
10/9/2018/ 18:51:30 |2.21250|0.01463
10/9/2018/ 18:51:31 |3.22500|0.01463
10/9/2018/ 18:51:32 |2.45625|0.01050
10/9/2018/ 18:51:33 |2.42812|0.01425
10/9/2018/ 18:51:34 |2.88750|0.01200
10/9/2018/ 18:51:35 |2.25000|0.01425
10/9/2018/ 18:51:36 |3.07500|0.01050
10/9/2018/ 18:51:37 |2.57812|0.01125
10/9/2018/ 18:51:38 |2.55000|0.01237
10/9/2018/ 18:51:39 |2.99062|0.01012
10/9/2018/ 18:51:40 |2.25000|0.01388
10/9/2018/ 18:51:41 |3.12187|0.00975
10/9/2018/ 18:51:42 |2.33437|0.01237
10/9/2018/ 18:51:43 |2.73750|0.01237
10/9/2018/ 18:51:44 |2.20312|0.01500
10/9/2018/ 18:51:45 |2.91562|0.00975
10/9/2018/ 18:51:46 |2.29687|0.01087
10/9/2018/ 18:51:47 |2.70937|0.01237
10/9/2018/ 18:51:48 |3.10312|0.00937
10/9/2018/ 18:51:49 |2.19375|0.01200
10/9/2018/ 18:51:50 |3.06562|0.01012
10/9/2018/ 18:51:51 |2.35312|0.01388
10/9/2018/ 18:51:52 |2.92500|0.01125
10/9/2018/ 18:51:53 |2.82187|0.01125
10/9/2018/ 18:51:54 |2.37187|0.01200
10/9/2018/ 18:51:55 |2.98125|0.01050
10/9/2018/ 18:51:56 |2.23125|0.01500
10/9/2018/ 18:51:57 |3.05625|0.01087
10/9/2018/ 18:51:58 |3.02812|0.01350
10/9/2018/ 18:51:59 |2.25000|0.01463
10/9/2018/ 18:52:0 |2.91562|0.01163
10/9/2018/ 18:52:1 |2.30625|0.01350
10/9/2018/ 18:52:2 |2.91562|0.01087
10/9/2018/ 18:52:3 |2.70000|0.01125
10/9/2018/ 18:52:4 |2.40000|0.01425
10/9/2018/ 18:52:5 |3.08437|0.00975
10/9/2018/ 18:52:6 |2.21250|0.01763
10/9/2018/ 18:52:7 |3.01875|0.01050
10/9/2018/ 18:52:8 |2.41875|0.00975
10/9/2018/ 18:52:9 |2.84062|0.01800
10/9/2018/ 18:52:10 |2.87812|0.01163
10/9/2018/ 18:52:11 |2.33437|0.01388
10/9/2018/ 18:52:12 |3.10312|0.01050
10/9/2018/ 18:52:13 |2.56875|0.01200
10/9/2018/ 18:52:14 |2.98125|0.01012
10/9/2018/ 18:52:15 |2.49375|0.01012
10/9/2018/ 18:52:16 |2.53125|0.01388
10/9/2018/ 18:52:17 |2.87812|0.00862
10/9/2018/ 18:52:18 |2.23125|0.01463
10/9/2018/ 18:52:19 |3.11250|0.01012
10/9/2018/ 18:52:20 |2.33437|0.01125
10/9/2018/ 18:52:21 |2.83125|0.01237
10/9/2018/ 18:52:22 |2.94375|0.01312
10/9/2018/ 18:52:23 |2.29687|0.01875
10/9/2018/ 18:52:24 |3.01875|0.01050
10/9/2018/ 18:52:25 |2.19375|0.01463
10/9/2018/ 18:52:26 |3.11250|0.01012
10/9/2018/ 18:52:27 |2.44687|0.00975
10/9/2018/ 18:52:28 |2.73750|0.01237
10/9/2018/ 18:52:29 |2.68125|0.01087
10/9/2018/ 18:52:30 |2.28750|0.01275
10/9/2018/ 18:52:31 |3.06562|0.01012
10/9/2018/ 18:52:32 |2.18437|0.01275
10/9/2018/ 18:52:33 |2.82187|0.01087
10/9/2018/ 18:52:34 |2.49375|0.00975
10/9/2018/ 18:52:35 |2.71875|0.01200
10/9/2018/ 18:52:36 |2.85000|0.01050
10/9/2018/ 18:52:37 |2.34375|0.01463
10/9/2018/ 18:52:38 |2.98125|0.00975
10/9/2018/ 18:52:39 |2.56875|0.00975
10/9/2018/ 18:52:40 |2.62500|0.01200
10/9/2018/ 18:52:41 |2.96250|0.00937
10/9/2018/ 18:52:42 |2.30625|0.01463
10/9/2018/ 18:52:43 |2.99062|0.00900
10/9/2018/ 18:52:44 |2.23125|0.01388
10/9/2018/ 18:52:45 |3.05625|0.01087
10/9/2018/ 18:52:46 |2.75625|0.01050
10/9/2018/ 18:52:47 |2.50312|0.01237
10/9/2018/ 18:52:48 |2.65312|0.01050
10/9/2018/ 18:52:49 |2.23125|0.01350
10/9/2018/ 18:52:50 |3.00937|0.01012
10/9/2018/ 18:52:51 |2.42812|0.01050
10/9/2018/ 18:52:52 |2.59687|0.01350
10/9/2018/ 18:52:53 |3.08437|0.01012
10/9/2018/ 18:52:54 |2.40000|0.01050
10/9/2018/ 18:52:55 |2.72812|0.01163
10/9/2018/ 18:52:56 |2.81250|0.00975
10/9/2018/ 18:52:57 |2.25000|0.01463
10/9/2018/ 18:52:58 |3.05625|0.01050
10/9/2018/ 18:52:59 |2.40937|0.01125
10/9/2018/ 18:53:0 |2.70937|0.01163
10/9/2018/ 18:53:1 |2.91562|0.00937
10/9/2018/ 18:53:2 |2.22187|0.01463
10/9/2018/ 18:53:3 |3.14062|0.01087
10/9/2018/ 18:53:4 |2.32500|0.01388
10/9/2018/ 18:53:5 |2.91562|0.01275
10/9/2018/ 18:53:6 |2.70000|0.01200
10/9/2018/ 18:53:7 |2.22187|0.01388
10/9/2018/ 18:53:8 |3.04687|0.01087
10/9/2018/ 18:53:9 |2.53125|0.01012
10/9/2018/ 18:53:10 |2.56875|0.01350
10/9/2018/ 18:53:11 |3.00000|0.00937
10/9/2018/ 18:53:12 |2.21250|0.01688
10/9/2018/ 18:53:13 |3.30937|0.01125
10/9/2018/ 18:53:14 |2.33437|0.01537
