DIA/MES/ANO HORA:MINUTO:SEGUNDO |  TENSÃO | CORRENTE 
11/9/2018/ 17:26:42 |106.26562|0.01312
11/9/2018/ 17:26:43 |106.15312|0.01688
11/9/2018/ 17:26:44 |106.09687|0.01200
11/9/2018/ 17:26:45 |106.00312|0.01725
11/9/2018/ 17:26:46 |105.96563|0.01237
11/9/2018/ 17:26:47 |105.82500|0.01350
11/9/2018/ 17:26:48 |105.74063|0.01463
11/9/2018/ 17:26:49 |105.70313|0.01200
11/9/2018/ 17:26:50 |105.63750|0.01800
11/9/2018/ 17:26:51 |105.60937|0.01613
11/9/2018/ 17:26:52 |105.52500|0.01650
11/9/2018/ 17:26:53 |105.45000|0.01950
11/9/2018/ 17:26:54 |105.35625|0.01275
11/9/2018/ 17:26:55 |105.45937|0.01125
11/9/2018/ 17:26:56 |105.74063|0.01237
11/9/2018/ 17:26:57 |105.16875|0.01463
11/9/2018/ 17:26:58 |105.28125|0.01500
11/9/2018/ 17:26:59 |105.61875|0.01237
11/9/2018/ 17:27:0 |105.62812|0.01163
11/9/2018/ 17:27:1 |105.69375|0.01237
11/9/2018/ 17:27:2 |105.56250|0.01500
11/9/2018/ 17:27:3 |105.40313|0.01725
11/9/2018/ 17:27:4 |105.32813|0.01125
11/9/2018/ 17:27:5 |105.23438|0.01163
11/9/2018/ 17:27:6 |104.99062|0.01237
11/9/2018/ 17:27:7 |104.60625|0.01275
11/9/2018/ 17:27:8 |104.32500|0.01388
11/9/2018/ 17:27:9 |104.27813|0.01500
11/9/2018/ 17:27:10 |104.53125|0.01275
11/9/2018/ 17:27:11 |104.49375|0.01575
11/9/2018/ 17:27:12 |104.28750|0.01800
11/9/2018/ 17:27:13 |104.68125|0.01688
11/9/2018/ 17:27:14 |104.60625|0.01463
11/9/2018/ 17:27:15 |104.54063|0.01463
11/9/2018/ 17:27:16 |104.46562|0.01350
11/9/2018/ 17:27:17 |104.40937|0.01388
11/9/2018/ 17:27:18 |104.30625|0.01500
11/9/2018/ 17:27:19 |104.27813|0.01200
11/9/2018/ 17:27:20 |104.20313|0.01200
11/9/2018/ 17:27:21 |104.07188|0.01575
11/9/2018/ 17:27:22 |104.04375|0.01388
11/9/2018/ 17:27:23 |102.15937|0.01875
11/9/2018/ 17:27:24 |100.30312|0.01650
11/9/2018/ 17:27:25 |101.02500|0.01613
11/9/2018/ 17:27:26 |101.48437|0.01087
11/9/2018/ 17:27:27 |101.06250|0.01500
11/9/2018/ 17:27:28 |101.27813|0.01500
11/9/2018/ 17:27:29 |101.10938|0.01425
11/9/2018/ 17:27:30 |100.69688|0.01275
11/9/2018/ 17:27:31 |100.58438|0.01163
11/9/2018/ 17:27:32 |100.18125|0.01312
11/9/2018/ 17:27:33 |100.03125|0.01463
11/9/2018/ 17:27:34 |100.87500|0.01500
11/9/2018/ 17:27:35 |101.67188|0.01388
11/9/2018/ 17:27:36 |101.37188|0.02250
11/9/2018/ 17:27:37 |100.05938|0.01463
11/9/2018/ 17:27:38 |100.79063|0.01200
11/9/2018/ 17:27:39 |101.53125|0.01800
11/9/2018/ 17:27:40 |100.27500|0.01500
11/9/2018/ 17:27:41 |101.34375|0.01425
11/9/2018/ 17:27:42 |101.12813|0.01688
11/9/2018/ 17:27:43 |101.10000|0.01650
11/9/2018/ 17:27:44 |101.25000|0.01425
11/9/2018/ 17:27:45 |101.39062|0.01425
11/9/2018/ 17:27:46 |101.57812|0.01388
11/9/2018/ 17:27:47 |101.80312|0.01237
11/9/2018/ 17:27:48 |101.01563|0.01163
11/9/2018/ 17:27:49 |99.72187|0.01388
11/9/2018/ 17:27:50 |101.47500|0.01312
11/9/2018/ 17:27:51 |101.38125|0.01125
11/9/2018/ 17:27:52 |99.44062|0.01275
11/9/2018/ 17:27:53 |99.61875|0.01613
11/9/2018/ 17:27:54 |98.31562|0.01237
11/9/2018/ 17:27:55 |98.82188|0.01388
11/9/2018/ 17:27:56 |99.40312|0.01050
11/9/2018/ 17:27:57 |98.69063|0.01613
11/9/2018/ 17:27:58 |98.91563|0.01163
11/9/2018/ 17:27:59 |98.68125|0.01200
11/9/2018/ 17:28:0 |98.24062|0.01763
11/9/2018/ 17:28:1 |98.32500|0.01388
11/9/2018/ 17:28:2 |97.71563|0.01050
11/9/2018/ 17:28:3 |98.37188|0.01237
11/9/2018/ 17:28:4 |98.25938|0.01275
11/9/2018/ 17:28:5 |98.76563|0.01163
11/9/2018/ 17:28:6 |97.19063|0.01575
11/9/2018/ 17:28:7 |97.53750|0.01688
11/9/2018/ 17:28:8 |96.58125|0.01500
11/9/2018/ 17:28:9 |97.65000|0.01163
11/9/2018/ 17:28:10 |97.36875|0.01312
11/9/2018/ 17:28:11 |97.17188|0.01688
11/9/2018/ 17:28:12 |97.08750|0.01163
11/9/2018/ 17:28:13 |97.23750|0.01500
11/9/2018/ 17:28:14 |97.64063|0.02138
11/9/2018/ 17:28:15 |98.15625|0.01650
11/9/2018/ 17:28:16 |97.89375|0.01650
11/9/2018/ 17:28:17 |97.78125|0.01463
11/9/2018/ 17:28:18 |97.35938|0.01463
11/9/2018/ 17:28:19 |97.88438|0.01425
11/9/2018/ 17:28:20 |97.45312|0.02063
11/9/2018/ 17:28:21 |97.20000|0.01537
11/9/2018/ 17:28:22 |97.28438|0.01350
11/9/2018/ 17:28:23 |97.23750|0.01725
11/9/2018/ 17:28:24 |97.21875|0.01950
11/9/2018/ 17:28:25 |96.88125|0.01500
11/9/2018/ 17:28:26 |96.90000|0.01838
11/9/2018/ 17:28:27 |96.83437|0.01800
11/9/2018/ 17:28:28 |96.75938|0.02025
11/9/2018/ 17:28:29 |96.84375|0.01500
11/9/2018/ 17:28:30 |96.57188|0.01688
11/9/2018/ 17:28:31 |96.27188|0.02662
11/9/2018/ 17:28:32 |96.16875|0.01500
11/9/2018/ 17:28:33 |95.99062|0.01913
11/9/2018/ 17:28:34 |95.81250|0.01463
11/9/2018/ 17:28:35 |95.67187|0.01425
11/9/2018/ 17:28:36 |95.56875|0.02063
11/9/2018/ 17:28:37 |95.55000|0.02100
11/9/2018/ 17:28:38 |95.24062|0.01425
11/9/2018/ 17:28:39 |95.23125|0.01688
11/9/2018/ 17:28:40 |95.12812|0.01537
11/9/2018/ 17:28:41 |95.04375|0.01913
11/9/2018/ 17:28:42 |95.12812|0.02175
11/9/2018/ 17:28:43 |94.96875|0.02138
11/9/2018/ 17:28:44 |94.45313|0.02100
11/9/2018/ 17:28:45 |94.46250|0.01913
11/9/2018/ 17:28:46 |94.77187|0.01537
11/9/2018/ 17:28:47 |94.66875|0.01537
11/9/2018/ 17:28:48 |94.78125|0.01350
11/9/2018/ 17:28:49 |94.84688|0.00937
11/9/2018/ 17:28:50 |94.75312|0.01275
11/9/2018/ 17:28:51 |93.47813|0.01050
11/9/2018/ 17:28:52 |91.80938|0.01050
11/9/2018/ 17:28:53 |92.40000|0.01425
11/9/2018/ 17:28:54 |92.98125|0.01463
11/9/2018/ 17:28:55 |92.09063|0.01087
11/9/2018/ 17:28:56 |92.55000|0.01575
11/9/2018/ 17:28:57 |91.68750|0.01200
11/9/2018/ 17:28:58 |91.70625|0.01012
11/9/2018/ 17:28:59 |91.41563|0.01050
11/9/2018/ 17:29:0 |91.23750|0.01200
11/9/2018/ 17:29:1 |91.59375|0.01350
11/9/2018/ 17:29:2 |91.11563|0.01087
11/9/2018/ 17:29:3 |91.52813|0.01537
11/9/2018/ 17:29:4 |91.31250|0.01425
11/9/2018/ 17:29:5 |90.78750|0.01275
11/9/2018/ 17:29:6 |90.73125|0.01275
11/9/2018/ 17:29:7 |91.20000|0.01050
11/9/2018/ 17:29:8 |90.26250|0.01350
11/9/2018/ 17:29:9 |89.78438|0.01200
11/9/2018/ 17:29:10 |89.73750|0.01163
11/9/2018/ 17:29:11 |89.62500|0.01388
11/9/2018/ 17:29:12 |90.59063|0.01688
11/9/2018/ 17:29:13 |89.97187|0.01163
11/9/2018/ 17:29:14 |89.25938|0.01163
11/9/2018/ 17:29:15 |89.07188|0.01125
11/9/2018/ 17:29:16 |89.10937|0.02063
11/9/2018/ 17:29:17 |89.24063|0.01688
11/9/2018/ 17:29:18 |90.10313|0.01537
11/9/2018/ 17:29:19 |90.00000|0.01425
11/9/2018/ 17:29:20 |89.85000|0.01838
11/9/2018/ 17:29:21 |89.48437|0.01688
11/9/2018/ 17:29:22 |89.74688|0.01500
11/9/2018/ 17:29:23 |89.39063|0.01537
11/9/2018/ 17:29:24 |89.31563|0.02100
11/9/2018/ 17:29:25 |89.06250|0.01425
11/9/2018/ 17:29:26 |88.98750|0.01838
11/9/2018/ 17:29:27 |88.75313|0.02550
11/9/2018/ 17:29:28 |88.56562|0.01425
11/9/2018/ 17:29:29 |88.40625|0.02400
11/9/2018/ 17:29:30 |88.50938|0.01425
11/9/2018/ 17:29:31 |88.20000|0.01463
11/9/2018/ 17:29:32 |88.10625|0.01425
11/9/2018/ 17:29:33 |88.04063|0.01725
11/9/2018/ 17:29:34 |87.71250|0.01575
11/9/2018/ 17:29:35 |87.65625|0.01537
11/9/2018/ 17:29:36 |87.43125|0.02138
11/9/2018/ 17:29:37 |87.25312|0.02438
11/9/2018/ 17:29:38 |87.26250|0.01388
11/9/2018/ 17:29:39 |87.31875|0.02175
11/9/2018/ 17:29:40 |86.85000|0.01800
11/9/2018/ 17:29:41 |86.69062|0.01463
11/9/2018/ 17:29:42 |86.63438|0.02138
11/9/2018/ 17:29:43 |86.58750|0.02025
11/9/2018/ 17:29:44 |86.42813|0.01575
11/9/2018/ 17:29:45 |86.40000|0.01463
11/9/2018/ 17:29:46 |86.35313|0.01425
11/9/2018/ 17:29:47 |86.24062|0.01725
11/9/2018/ 17:29:48 |86.29687|0.01388
11/9/2018/ 17:29:49 |86.17500|0.01350
11/9/2018/ 17:29:50 |86.26875|0.01275
11/9/2018/ 17:29:51 |86.38125|0.01237
11/9/2018/ 17:29:52 |85.26562|0.01463
11/9/2018/ 17:29:53 |85.50000|0.01650
11/9/2018/ 17:29:54 |85.38750|0.01763
11/9/2018/ 17:29:55 |85.41563|0.01725
11/9/2018/ 17:29:56 |85.44375|0.02100
11/9/2018/ 17:29:57 |84.86250|0.01388
11/9/2018/ 17:29:58 |84.71250|0.01350
11/9/2018/ 17:29:59 |84.57188|0.01800
11/9/2018/ 17:30:0 |84.81562|0.01800
11/9/2018/ 17:30:1 |84.75000|0.01575
11/9/2018/ 17:30:2 |84.65625|0.01537
11/9/2018/ 17:30:3 |84.53438|0.01463
11/9/2018/ 17:30:4 |83.80312|0.01125
11/9/2018/ 17:30:5 |81.46875|0.01613
11/9/2018/ 17:30:6 |83.62500|0.01725
11/9/2018/ 17:30:7 |83.70937|0.01388
11/9/2018/ 17:30:8 |83.73750|0.01237
11/9/2018/ 17:30:9 |83.58750|0.01163
11/9/2018/ 17:30:10 |83.16563|0.01613
11/9/2018/ 17:30:11 |82.18125|0.01125
11/9/2018/ 17:30:12 |81.36562|0.01237
11/9/2018/ 17:30:13 |81.32813|0.01163
11/9/2018/ 17:30:14 |80.82188|0.01050
11/9/2018/ 17:30:15 |81.30000|0.01537
11/9/2018/ 17:30:16 |80.44688|0.01087
11/9/2018/ 17:30:17 |80.19375|0.00975
11/9/2018/ 17:30:18 |79.80000|0.01012
11/9/2018/ 17:30:19 |80.02500|0.01087
11/9/2018/ 17:30:20 |80.57812|0.01087
11/9/2018/ 17:30:21 |80.12812|0.01050
11/9/2018/ 17:30:22 |80.48438|0.01012
11/9/2018/ 17:30:23 |79.75312|0.01388
11/9/2018/ 17:30:24 |80.47500|0.01200
11/9/2018/ 17:30:25 |79.50938|0.01012
11/9/2018/ 17:30:26 |79.23750|0.01163
11/9/2018/ 17:30:27 |78.57188|0.01050
11/9/2018/ 17:30:28 |78.91875|0.01050
11/9/2018/ 17:30:29 |78.40313|0.01050
11/9/2018/ 17:30:30 |78.08437|0.01200
11/9/2018/ 17:30:31 |78.68438|0.01463
11/9/2018/ 17:30:32 |78.72187|0.01237
11/9/2018/ 17:30:33 |78.72187|0.01350
11/9/2018/ 17:30:34 |78.39375|0.01050
11/9/2018/ 17:30:35 |77.44688|0.01087
11/9/2018/ 17:30:36 |77.52187|0.00975
11/9/2018/ 17:30:37 |77.76563|0.01500
11/9/2018/ 17:30:38 |77.33437|0.01500
11/9/2018/ 17:30:39 |76.50000|0.01163
11/9/2018/ 17:30:40 |76.65937|0.01613
11/9/2018/ 17:30:41 |76.65000|0.01125
11/9/2018/ 17:30:42 |76.43438|0.01125
11/9/2018/ 17:30:43 |76.01250|0.01688
11/9/2018/ 17:30:44 |76.21875|0.01500
11/9/2018/ 17:30:45 |76.49062|0.01312
11/9/2018/ 17:30:46 |75.85313|0.01275
11/9/2018/ 17:30:47 |75.61875|0.01650
11/9/2018/ 17:30:48 |75.29063|0.01725
11/9/2018/ 17:30:49 |74.95313|0.02138
11/9/2018/ 17:30:50 |75.20625|0.01275
11/9/2018/ 17:30:51 |74.89687|0.01312
11/9/2018/ 17:30:52 |74.80312|0.01688
11/9/2018/ 17:30:53 |75.05625|0.01125
11/9/2018/ 17:30:54 |74.54063|0.01163
11/9/2018/ 17:30:55 |75.44062|0.02138
11/9/2018/ 17:30:56 |75.15000|0.01838
11/9/2018/ 17:30:57 |74.81250|0.01275
11/9/2018/ 17:30:58 |74.73750|0.01763
11/9/2018/ 17:30:59 |74.50312|0.01875
11/9/2018/ 17:31:0 |74.23125|0.01800
11/9/2018/ 17:31:1 |74.40938|0.01125
11/9/2018/ 17:31:2 |74.40938|0.01388
11/9/2018/ 17:31:3 |74.48438|0.01312
11/9/2018/ 17:31:4 |74.55938|0.01275
11/9/2018/ 17:31:5 |74.18438|0.01275
11/9/2018/ 17:31:6 |72.59063|0.01312
11/9/2018/ 17:31:7 |72.24375|0.01125
11/9/2018/ 17:31:8 |71.84063|0.01500
11/9/2018/ 17:31:9 |71.79375|0.01163
11/9/2018/ 17:31:10 |71.61562|0.01200
11/9/2018/ 17:31:11 |72.15000|0.01463
11/9/2018/ 17:31:12 |72.49688|0.02513
11/9/2018/ 17:31:13 |70.31250|0.01350
11/9/2018/ 17:31:14 |71.76562|0.01650
11/9/2018/ 17:31:15 |71.88750|0.01500
11/9/2018/ 17:31:16 |71.70937|0.01500
11/9/2018/ 17:31:17 |71.47500|0.01875
11/9/2018/ 17:31:18 |71.53125|0.01688
11/9/2018/ 17:31:19 |71.02500|0.01500
11/9/2018/ 17:31:20 |70.84687|0.01275
11/9/2018/ 17:31:21 |70.67812|0.01725
11/9/2018/ 17:31:22 |70.55625|0.01688
11/9/2018/ 17:31:23 |70.47188|0.01800
11/9/2018/ 17:31:24 |70.11562|0.01650
11/9/2018/ 17:31:25 |69.99375|0.01575
11/9/2018/ 17:31:26 |69.77813|0.02400
11/9/2018/ 17:31:27 |68.89687|0.01688
11/9/2018/ 17:31:28 |69.28125|0.01350
11/9/2018/ 17:31:29 |68.85938|0.01312
11/9/2018/ 17:31:30 |68.67188|0.01350
11/9/2018/ 17:31:31 |68.05312|0.01388
11/9/2018/ 17:31:32 |68.00625|0.01200
11/9/2018/ 17:31:33 |68.03437|0.01163
11/9/2018/ 17:31:34 |67.18125|0.01350
11/9/2018/ 17:31:35 |67.08750|0.01087
11/9/2018/ 17:31:36 |66.63750|0.01613
11/9/2018/ 17:31:37 |67.86562|0.01913
11/9/2018/ 17:31:38 |67.64063|0.01838
11/9/2018/ 17:31:39 |67.31250|0.01500
11/9/2018/ 17:31:40 |66.56250|0.01087
11/9/2018/ 17:31:41 |66.44063|0.01725
11/9/2018/ 17:31:42 |66.89062|0.01838
11/9/2018/ 17:31:43 |66.83437|0.01275
11/9/2018/ 17:31:44 |66.65625|0.01463
11/9/2018/ 17:31:45 |66.14062|0.02063
11/9/2018/ 17:31:46 |66.08437|0.01425
11/9/2018/ 17:31:47 |65.91563|0.01613
11/9/2018/ 17:31:48 |65.70937|0.01463
11/9/2018/ 17:31:49 |65.69062|0.02475
11/9/2018/ 17:31:50 |65.32500|0.02138
11/9/2018/ 17:31:51 |65.25938|0.01725
11/9/2018/ 17:31:52 |64.80938|0.01463
11/9/2018/ 17:31:53 |64.90313|0.01800
11/9/2018/ 17:31:54 |64.79063|0.01425
11/9/2018/ 17:31:55 |63.58125|0.01425
11/9/2018/ 17:31:56 |63.45938|0.01312
11/9/2018/ 17:31:57 |62.70938|0.01163
11/9/2018/ 17:31:58 |62.97188|0.01163
11/9/2018/ 17:31:59 |62.56875|0.01200
11/9/2018/ 17:32:0 |62.25938|0.01087
11/9/2018/ 17:32:1 |63.37500|0.01200
11/9/2018/ 17:32:2 |63.15938|0.01388
11/9/2018/ 17:32:3 |62.82187|0.01463
11/9/2018/ 17:32:4 |62.65313|0.01575
11/9/2018/ 17:32:5 |62.39062|0.01800
11/9/2018/ 17:32:6 |62.24063|0.01838
11/9/2018/ 17:32:7 |62.06250|0.02025
11/9/2018/ 17:32:8 |61.81875|0.01463
11/9/2018/ 17:32:9 |61.51875|0.01087
11/9/2018/ 17:32:10 |61.62188|0.01763
11/9/2018/ 17:32:11 |61.70625|0.02100
11/9/2018/ 17:32:12 |61.45312|0.02138
11/9/2018/ 17:32:13 |61.68750|0.01237
11/9/2018/ 17:32:14 |60.90000|0.01125
11/9/2018/ 17:32:15 |60.46875|0.01087
11/9/2018/ 17:32:16 |59.29688|0.01275
11/9/2018/ 17:32:17 |59.86875|0.01012
11/9/2018/ 17:32:18 |59.13750|0.01012
11/9/2018/ 17:32:19 |58.94063|0.01125
11/9/2018/ 17:32:20 |58.95000|0.00975
11/9/2018/ 17:32:21 |59.36250|0.01163
11/9/2018/ 17:32:22 |58.55625|0.01050
11/9/2018/ 17:32:23 |58.60312|0.01163
11/9/2018/ 17:32:24 |58.18125|0.01012
11/9/2018/ 17:32:25 |57.62812|0.01050
11/9/2018/ 17:32:26 |57.26250|0.01463
11/9/2018/ 17:32:27 |57.49688|0.01125
11/9/2018/ 17:32:28 |57.48750|0.01237
11/9/2018/ 17:32:29 |56.53125|0.01125
11/9/2018/ 17:32:30 |55.80000|0.01163
11/9/2018/ 17:32:31 |56.58750|0.01537
11/9/2018/ 17:32:32 |56.10000|0.01613
11/9/2018/ 17:32:33 |56.75625|0.01725
11/9/2018/ 17:32:34 |55.75312|0.01087
11/9/2018/ 17:32:35 |55.42500|0.01275
11/9/2018/ 17:32:36 |54.68438|0.01275
11/9/2018/ 17:32:37 |55.71563|0.02063
11/9/2018/ 17:32:38 |55.60312|0.01725
11/9/2018/ 17:32:39 |55.07813|0.01312
11/9/2018/ 17:32:40 |54.94688|0.01500
11/9/2018/ 17:32:41 |54.91875|0.01350
11/9/2018/ 17:32:42 |54.79688|0.01800
11/9/2018/ 17:32:43 |54.62812|0.01312
11/9/2018/ 17:32:44 |54.81562|0.01500
11/9/2018/ 17:32:45 |54.07500|0.01838
11/9/2018/ 17:32:46 |54.29063|0.01575
11/9/2018/ 17:32:47 |54.34687|0.01237
11/9/2018/ 17:32:48 |53.58750|0.01688
11/9/2018/ 17:32:49 |53.62500|0.01988
11/9/2018/ 17:32:50 |53.74688|0.01875
11/9/2018/ 17:32:51 |53.56875|0.01800
11/9/2018/ 17:32:52 |52.61250|0.01763
11/9/2018/ 17:32:53 |52.51875|0.01388
11/9/2018/ 17:32:54 |52.09687|0.00937
11/9/2018/ 17:32:55 |51.93750|0.01275
11/9/2018/ 17:32:56 |51.61875|0.01125
11/9/2018/ 17:32:57 |50.86875|0.01388
11/9/2018/ 17:32:58 |51.18750|0.01763
11/9/2018/ 17:32:59 |51.00938|0.01575
11/9/2018/ 17:33:0 |50.85000|0.01463
11/9/2018/ 17:33:1 |50.56875|0.01537
11/9/2018/ 17:33:2 |50.25938|0.01463
11/9/2018/ 17:33:3 |50.12812|0.01688
11/9/2018/ 17:33:4 |50.00625|0.01838
11/9/2018/ 17:33:5 |49.88438|0.01650
11/9/2018/ 17:33:6 |49.63125|0.02475
11/9/2018/ 17:33:7 |49.65937|0.01613
11/9/2018/ 17:33:8 |49.85625|0.01012
11/9/2018/ 17:33:9 |49.57500|0.01125
11/9/2018/ 17:33:10 |49.28437|0.01125
11/9/2018/ 17:33:11 |48.97500|0.01087
11/9/2018/ 17:33:12 |48.99375|0.01650
11/9/2018/ 17:33:13 |48.89063|0.01125
11/9/2018/ 17:33:14 |48.27188|0.01200
11/9/2018/ 17:33:15 |47.98125|0.01988
11/9/2018/ 17:33:16 |48.07500|0.01087
11/9/2018/ 17:33:17 |47.88750|0.01688
11/9/2018/ 17:33:18 |47.78437|0.01725
11/9/2018/ 17:33:19 |47.48438|0.01237
11/9/2018/ 17:33:20 |46.93125|0.01050
11/9/2018/ 17:33:21 |46.26562|0.01425
11/9/2018/ 17:33:22 |46.11563|0.01350
11/9/2018/ 17:33:23 |46.25625|0.01763
11/9/2018/ 17:33:24 |45.98437|0.01312
11/9/2018/ 17:33:25 |45.43125|0.01275
11/9/2018/ 17:33:26 |45.31875|0.01125
11/9/2018/ 17:33:27 |44.70000|0.01200
11/9/2018/ 17:33:28 |44.68125|0.01237
11/9/2018/ 17:33:29 |44.51250|0.01463
11/9/2018/ 17:33:30 |44.21250|0.01200
11/9/2018/ 17:33:31 |43.94063|0.01275
11/9/2018/ 17:33:32 |44.24063|0.01875
11/9/2018/ 17:33:33 |43.95000|0.01913
11/9/2018/ 17:33:34 |43.42500|0.01463
11/9/2018/ 17:33:35 |43.34063|0.01763
11/9/2018/ 17:33:36 |43.26563|0.01688
11/9/2018/ 17:33:37 |43.39688|0.01463
11/9/2018/ 17:33:38 |43.35938|0.01275
11/9/2018/ 17:33:39 |42.93750|0.02588
11/9/2018/ 17:33:40 |43.12500|0.01312
11/9/2018/ 17:33:41 |43.36875|0.01388
11/9/2018/ 17:33:42 |42.53438|0.01275
11/9/2018/ 17:33:43 |42.75000|0.01163
11/9/2018/ 17:33:44 |42.30000|0.01237
11/9/2018/ 17:33:45 |41.86875|0.01087
11/9/2018/ 17:33:46 |41.33437|0.01800
11/9/2018/ 17:33:47 |41.40000|0.01163
11/9/2018/ 17:33:48 |40.12500|0.01087
11/9/2018/ 17:33:49 |40.33125|0.01163
11/9/2018/ 17:33:50 |40.55625|0.01425
11/9/2018/ 17:33:51 |40.28437|0.01463
11/9/2018/ 17:33:52 |40.05000|0.01688
11/9/2018/ 17:33:53 |40.05938|0.01463
11/9/2018/ 17:33:54 |39.92813|0.01425
11/9/2018/ 17:33:55 |39.51563|0.01575
11/9/2018/ 17:33:56 |39.25313|0.01425
11/9/2018/ 17:33:57 |39.28125|0.01875
11/9/2018/ 17:33:58 |39.11250|0.01913
11/9/2018/ 17:33:59 |39.22500|0.01650
11/9/2018/ 17:34:0 |39.21563|0.01388
11/9/2018/ 17:34:1 |38.87812|0.01537
11/9/2018/ 17:34:2 |38.68125|0.01650
11/9/2018/ 17:34:3 |38.58750|0.01575
11/9/2018/ 17:34:4 |38.70938|0.01388
11/9/2018/ 17:34:5 |38.37188|0.01350
11/9/2018/ 17:34:6 |37.80938|0.01838
11/9/2018/ 17:34:7 |37.65000|0.01425
11/9/2018/ 17:34:8 |37.77188|0.01988
11/9/2018/ 17:34:9 |37.30313|0.01950
11/9/2018/ 17:34:10 |37.35937|0.01725
11/9/2018/ 17:34:11 |37.13438|0.01650
11/9/2018/ 17:34:12 |36.68438|0.01725
11/9/2018/ 17:34:13 |36.67500|0.01575
11/9/2018/ 17:34:14 |36.79688|0.02100
11/9/2018/ 17:34:15 |37.06875|0.01125
11/9/2018/ 17:34:16 |36.79688|0.01275
11/9/2018/ 17:34:17 |37.12500|0.01913
11/9/2018/ 17:34:18 |36.65625|0.01575
11/9/2018/ 17:34:19 |36.39375|0.01125
11/9/2018/ 17:34:20 |35.28750|0.01200
11/9/2018/ 17:34:21 |35.08125|0.01537
11/9/2018/ 17:34:22 |35.37188|0.01350
11/9/2018/ 17:34:23 |35.25938|0.01237
11/9/2018/ 17:34:24 |35.00625|0.01575
11/9/2018/ 17:34:25 |34.88437|0.02100
11/9/2018/ 17:34:26 |34.78125|0.01350
11/9/2018/ 17:34:27 |34.50000|0.01613
11/9/2018/ 17:34:28 |34.40625|0.01650
11/9/2018/ 17:34:29 |34.56563|0.01988
11/9/2018/ 17:34:30 |34.14375|0.02138
11/9/2018/ 17:34:31 |34.20938|0.01388
11/9/2018/ 17:34:32 |34.11563|0.01388
11/9/2018/ 17:34:33 |34.44375|0.01537
11/9/2018/ 17:34:34 |34.56563|0.01163
11/9/2018/ 17:34:35 |34.16250|0.01237
11/9/2018/ 17:34:36 |34.02188|0.01575
11/9/2018/ 17:34:37 |33.95625|0.01012
11/9/2018/ 17:34:38 |33.74063|0.01275
11/9/2018/ 17:34:39 |33.46875|0.01050
11/9/2018/ 17:34:40 |33.62813|0.01012
11/9/2018/ 17:34:41 |33.09375|0.01575
11/9/2018/ 17:34:42 |32.76563|0.01688
11/9/2018/ 17:34:43 |32.43750|0.01537
11/9/2018/ 17:34:44 |31.99688|0.01163
11/9/2018/ 17:34:45 |31.84688|0.01650
11/9/2018/ 17:34:46 |32.07187|0.01725
11/9/2018/ 17:34:47 |31.80938|0.01875
11/9/2018/ 17:34:48 |31.80000|0.01763
11/9/2018/ 17:34:49 |31.68750|0.01988
11/9/2018/ 17:34:50 |31.29375|0.01537
11/9/2018/ 17:34:51 |31.33125|0.01725
11/9/2018/ 17:34:52 |31.24687|0.01425
11/9/2018/ 17:34:53 |30.85313|0.01688
11/9/2018/ 17:34:54 |31.32188|0.01838
11/9/2018/ 17:34:55 |31.02188|0.01388
11/9/2018/ 17:34:56 |31.00313|0.01500
11/9/2018/ 17:34:57 |31.07813|0.01500
11/9/2018/ 17:34:58 |31.12500|0.01950
11/9/2018/ 17:34:59 |30.94688|0.01163
11/9/2018/ 17:35:0 |30.92813|0.01312
11/9/2018/ 17:35:1 |30.29062|0.01087
11/9/2018/ 17:35:2 |30.43125|0.01125
11/9/2018/ 17:35:3 |30.63750|0.01237
11/9/2018/ 17:35:4 |30.61875|0.01650
11/9/2018/ 17:35:5 |30.05625|0.01200
11/9/2018/ 17:35:6 |30.00000|0.01087
11/9/2018/ 17:35:7 |29.85000|0.01200
11/9/2018/ 17:35:8 |29.45625|0.01388
11/9/2018/ 17:35:9 |29.26875|0.01237
11/9/2018/ 17:35:10 |29.04375|0.01163
11/9/2018/ 17:35:11 |28.61250|0.01087
11/9/2018/ 17:35:12 |28.38750|0.01537
11/9/2018/ 17:35:13 |28.38750|0.01163
11/9/2018/ 17:35:14 |28.35938|0.01087
11/9/2018/ 17:35:15 |27.99375|0.01050
11/9/2018/ 17:35:16 |28.13438|0.01200
11/9/2018/ 17:35:17 |28.35000|0.01200
11/9/2018/ 17:35:18 |27.68438|0.01388
11/9/2018/ 17:35:19 |27.30938|0.01425
11/9/2018/ 17:35:20 |27.58125|0.01763
11/9/2018/ 17:35:21 |27.68438|0.01388
11/9/2018/ 17:35:22 |27.60000|0.02025
11/9/2018/ 17:35:23 |27.38437|0.01613
11/9/2018/ 17:35:24 |27.21563|0.01575
11/9/2018/ 17:35:25 |27.30000|0.01950
11/9/2018/ 17:35:26 |27.43125|0.01388
11/9/2018/ 17:35:27 |27.55313|0.01500
11/9/2018/ 17:35:28 |27.73125|0.01838
11/9/2018/ 17:35:29 |27.28125|0.01163
11/9/2018/ 17:35:30 |27.05625|0.01050
11/9/2018/ 17:35:31 |26.78438|0.01125
11/9/2018/ 17:35:32 |26.27813|0.01275
11/9/2018/ 17:35:33 |26.35313|0.01275
11/9/2018/ 17:35:34 |26.09062|0.02325
11/9/2018/ 17:35:35 |25.94063|0.01650
11/9/2018/ 17:35:36 |25.87500|0.01425
11/9/2018/ 17:35:37 |25.88438|0.01463
