DIA/MES/ANO HORA:MINUTO:SEGUNDO |  TENSÃO | CORRENTE 
11/9/2018/ 1:25:23 |1.77188|0.01050
11/9/2018/ 1:25:24 |1.34062|0.01425
11/9/2018/ 1:25:25 |1.44375|0.01237
11/9/2018/ 1:25:26 |1.52812|0.01087
11/9/2018/ 1:25:27 |1.21875|0.01537
11/9/2018/ 1:25:28 |1.64062|0.00937
11/9/2018/ 1:25:29 |1.20000|0.01275
11/9/2018/ 1:25:30 |1.74375|0.01275
11/9/2018/ 1:25:31 |1.26563|0.01463
11/9/2018/ 1:25:32 |1.41562|0.01350
11/9/2018/ 1:25:33 |1.48125|0.01050
11/9/2018/ 1:25:34 |1.20938|0.01425
11/9/2018/ 1:25:35 |1.78125|0.01125
11/9/2018/ 1:25:36 |1.29375|0.01350
11/9/2018/ 1:25:37 |1.46250|0.01200
11/9/2018/ 1:25:38 |1.50937|0.01087
11/9/2018/ 1:25:39 |1.44375|0.01237
11/9/2018/ 1:25:40 |1.64062|0.00975
11/9/2018/ 1:25:41 |1.21875|0.01012
11/9/2018/ 1:25:42 |1.79062|0.01050
11/9/2018/ 1:25:43 |1.20938|0.01463
11/9/2018/ 1:25:44 |1.72500|0.01237
11/9/2018/ 1:25:45 |1.39688|0.01087
11/9/2018/ 1:25:46 |1.60312|0.01087
11/9/2018/ 1:25:47 |1.60312|0.01087
11/9/2018/ 1:25:48 |1.20938|0.01237
11/9/2018/ 1:25:49 |1.67813|0.00975
11/9/2018/ 1:25:50 |1.40625|0.00975
11/9/2018/ 1:25:51 |1.63125|0.01163
11/9/2018/ 1:25:52 |1.56563|0.01537
11/9/2018/ 1:25:53 |1.31250|0.01312
11/9/2018/ 1:25:54 |1.77188|0.00975
11/9/2018/ 1:25:55 |1.27500|0.01388
11/9/2018/ 1:25:56 |1.67813|0.01050
11/9/2018/ 1:25:57 |1.42500|0.01087
11/9/2018/ 1:25:58 |1.46250|0.01388
11/9/2018/ 1:25:59 |1.80937|0.00937
11/9/2018/ 1:26:0 |1.21875|0.01388
11/9/2018/ 1:26:1 |1.88437|0.01012
11/9/2018/ 1:26:2 |1.50937|0.01087
11/9/2018/ 1:26:3 |1.30313|0.01388
11/9/2018/ 1:26:4 |1.72500|0.01125
11/9/2018/ 1:26:5 |1.25625|0.01200
11/9/2018/ 1:26:6 |1.82812|0.01012
11/9/2018/ 1:26:7 |1.44375|0.01050
11/9/2018/ 1:26:8 |1.55625|0.01350
11/9/2018/ 1:26:9 |1.67813|0.00937
11/9/2018/ 1:26:10 |1.28438|0.01312
11/9/2018/ 1:26:11 |1.67813|0.00900
11/9/2018/ 1:26:12 |1.24687|0.01350
11/9/2018/ 1:26:13 |1.83750|0.01163
11/9/2018/ 1:26:14 |1.47188|0.01087
11/9/2018/ 1:26:15 |1.45312|0.01388
11/9/2018/ 1:26:16 |1.20938|0.01125
11/9/2018/ 1:26:17 |1.78125|0.01125
11/9/2018/ 1:26:18 |1.31250|0.01050
11/9/2018/ 1:26:19 |1.46250|0.01200
11/9/2018/ 1:26:20 |1.87500|0.00900
11/9/2018/ 1:26:21 |1.22812|0.01388
11/9/2018/ 1:26:22 |1.86563|0.01050
11/9/2018/ 1:26:23 |1.27500|0.01087
11/9/2018/ 1:26:24 |1.61250|0.01200
11/9/2018/ 1:26:25 |1.65000|0.00937
11/9/2018/ 1:26:26 |1.23750|0.01575
11/9/2018/ 1:26:27 |1.80937|0.01012
11/9/2018/ 1:26:28 |1.41562|0.01800
11/9/2018/ 1:26:29 |1.65000|0.01237
11/9/2018/ 1:26:30 |1.66875|0.00900
11/9/2018/ 1:26:31 |1.31250|0.01425
11/9/2018/ 1:26:32 |1.75313|0.01012
11/9/2018/ 1:26:33 |1.66875|0.01163
11/9/2018/ 1:26:34 |1.26563|0.01312
11/9/2018/ 1:26:35 |1.80937|0.01163
11/9/2018/ 1:26:36 |1.37813|0.01425
11/9/2018/ 1:26:37 |1.65000|0.01125
11/9/2018/ 1:26:38 |1.62187|0.00900
11/9/2018/ 1:26:39 |1.28438|0.01388
11/9/2018/ 1:26:40 |1.76250|0.01012
11/9/2018/ 1:26:41 |1.24687|0.01275
11/9/2018/ 1:26:42 |1.56563|0.01163
11/9/2018/ 1:26:43 |1.44375|0.01050
11/9/2018/ 1:26:44 |1.22812|0.01388
11/9/2018/ 1:26:45 |1.67813|0.01087
11/9/2018/ 1:26:46 |1.42500|0.01050
11/9/2018/ 1:26:47 |1.24687|0.01312
11/9/2018/ 1:26:48 |1.72500|0.00975
11/9/2018/ 1:26:49 |1.21875|0.01237
11/9/2018/ 1:26:50 |1.75313|0.01163
11/9/2018/ 1:26:51 |1.34062|0.01050
11/9/2018/ 1:26:52 |1.30313|0.01388
11/9/2018/ 1:26:53 |1.80000|0.00900
11/9/2018/ 1:26:54 |1.29375|0.01275
11/9/2018/ 1:26:55 |1.78125|0.01125
11/9/2018/ 1:26:56 |1.24687|0.00900
11/9/2018/ 1:26:57 |1.30313|0.01312
11/9/2018/ 1:26:58 |1.70625|0.00975
11/9/2018/ 1:26:59 |1.32187|0.01388
11/9/2018/ 1:27:0 |1.34062|0.01200
11/9/2018/ 1:27:1 |1.58438|0.01163
11/9/2018/ 1:27:2 |1.22812|0.01275
11/9/2018/ 1:27:3 |1.67813|0.01087
11/9/2018/ 1:27:4 |1.35000|0.00975
11/9/2018/ 1:27:5 |1.43437|0.01463
11/9/2018/ 1:27:6 |1.59375|0.01200
11/9/2018/ 1:27:7 |1.25625|0.01425
11/9/2018/ 1:27:8 |1.76250|0.01050
11/9/2018/ 1:27:9 |1.49063|0.01087
11/9/2018/ 1:27:10 |1.45312|0.01350
11/9/2018/ 1:27:11 |1.32187|0.01163
11/9/2018/ 1:27:12 |1.20938|0.01350
11/9/2018/ 1:27:13 |1.80000|0.00975
11/9/2018/ 1:27:14 |1.62187|0.00937
11/9/2018/ 1:27:15 |1.29375|0.01200
11/9/2018/ 1:27:16 |1.84688|0.00862
11/9/2018/ 1:27:17 |1.31250|0.01312
11/9/2018/ 1:27:18 |1.80000|0.01388
11/9/2018/ 1:27:19 |1.44375|0.01237
11/9/2018/ 1:27:20 |1.36875|0.01163
11/9/2018/ 1:27:21 |1.65938|0.01087
11/9/2018/ 1:27:22 |1.20938|0.01388
11/9/2018/ 1:27:23 |1.78125|0.01125
11/9/2018/ 1:27:24 |1.48125|0.01087
11/9/2018/ 1:27:25 |1.54687|0.01237
11/9/2018/ 1:27:26 |1.67813|0.00900
11/9/2018/ 1:27:27 |1.25625|0.01087
11/9/2018/ 1:27:28 |1.73437|0.01050
11/9/2018/ 1:27:29 |1.62187|0.01087
11/9/2018/ 1:27:30 |1.30313|0.01388
11/9/2018/ 1:27:31 |1.77188|0.00975
11/9/2018/ 1:27:32 |1.17188|0.01463
11/9/2018/ 1:27:33 |1.84688|0.01350
11/9/2018/ 1:27:34 |1.37813|0.01050
11/9/2018/ 1:27:35 |1.51875|0.01312
11/9/2018/ 1:27:36 |1.75313|0.00862
11/9/2018/ 1:27:37 |1.23750|0.01350
11/9/2018/ 1:27:38 |1.81875|0.01012
11/9/2018/ 1:27:39 |1.36875|0.01388
11/9/2018/ 1:27:40 |1.72500|0.01163
11/9/2018/ 1:27:41 |1.68750|0.01275
11/9/2018/ 1:27:42 |1.22812|0.01163
11/9/2018/ 1:27:43 |1.84688|0.01163
11/9/2018/ 1:27:44 |1.56563|0.01275
11/9/2018/ 1:27:45 |1.43437|0.01125
11/9/2018/ 1:27:46 |1.74375|0.00975
11/9/2018/ 1:27:47 |1.21875|0.01388
11/9/2018/ 1:27:48 |1.86563|0.01050
11/9/2018/ 1:27:49 |1.42500|0.01087
11/9/2018/ 1:27:50 |1.62187|0.01275
11/9/2018/ 1:27:51 |1.59375|0.00975
11/9/2018/ 1:27:52 |1.21875|0.01312
11/9/2018/ 1:27:53 |1.88437|0.01050
11/9/2018/ 1:27:54 |1.35938|0.01237
11/9/2018/ 1:27:55 |1.82812|0.01012
11/9/2018/ 1:27:56 |1.74375|0.00975
11/9/2018/ 1:27:57 |1.20938|0.01463
11/9/2018/ 1:27:58 |1.81875|0.01125
11/9/2018/ 1:27:59 |1.45312|0.01050
11/9/2018/ 1:28:0 |1.45312|0.01237
11/9/2018/ 1:28:1 |1.74375|0.01050
11/9/2018/ 1:28:2 |1.21875|0.01350
11/9/2018/ 1:28:3 |1.69687|0.01163
11/9/2018/ 1:28:4 |1.36875|0.00975
11/9/2018/ 1:28:5 |1.51875|0.01425
11/9/2018/ 1:28:6 |1.75313|0.00975
11/9/2018/ 1:28:7 |1.21875|0.01350
11/9/2018/ 1:28:8 |1.71562|0.01125
11/9/2018/ 1:28:9 |1.36875|0.00975
11/9/2018/ 1:28:10 |1.43437|0.01087
11/9/2018/ 1:28:11 |1.19063|0.01388
11/9/2018/ 1:28:12 |1.47188|0.01125
11/9/2018/ 1:28:13 |1.61250|0.01163
11/9/2018/ 1:28:14 |1.27500|0.01163
11/9/2018/ 1:28:15 |1.82812|0.01087
11/9/2018/ 1:28:16 |1.33125|0.00937
11/9/2018/ 1:28:17 |1.27500|0.01388
11/9/2018/ 1:28:18 |1.76250|0.01012
11/9/2018/ 1:28:19 |1.35000|0.00975
11/9/2018/ 1:28:20 |1.42500|0.01350
11/9/2018/ 1:28:21 |1.62187|0.00975
11/9/2018/ 1:28:22 |1.28438|0.01350
11/9/2018/ 1:28:23 |1.70625|0.01237
11/9/2018/ 1:28:24 |1.69687|0.00975
11/9/2018/ 1:28:25 |1.38750|0.01163
11/9/2018/ 1:28:26 |1.62187|0.01163
11/9/2018/ 1:28:27 |1.74375|0.00900
11/9/2018/ 1:28:28 |1.20938|0.01388
11/9/2018/ 1:28:29 |1.82812|0.01125
11/9/2018/ 1:28:30 |1.38750|0.01087
11/9/2018/ 1:28:31 |1.65000|0.01087
11/9/2018/ 1:28:32 |1.76250|0.01237
11/9/2018/ 1:28:33 |1.33125|0.01237
11/9/2018/ 1:28:34 |1.83750|0.01087
11/9/2018/ 1:28:35 |1.24687|0.01350
11/9/2018/ 1:28:36 |1.60312|0.01163
11/9/2018/ 1:28:37 |1.42500|0.01050
11/9/2018/ 1:28:38 |1.47188|0.01350
11/9/2018/ 1:28:39 |1.76250|0.01200
11/9/2018/ 1:28:40 |1.37813|0.01125
11/9/2018/ 1:28:41 |1.72500|0.00975
11/9/2018/ 1:28:42 |1.54687|0.01200
11/9/2018/ 1:28:43 |1.34062|0.01087
11/9/2018/ 1:28:44 |1.80937|0.00975
11/9/2018/ 1:28:45 |1.25625|0.01163
11/9/2018/ 1:28:46 |1.57500|0.01050
11/9/2018/ 1:28:47 |1.34062|0.00975
11/9/2018/ 1:28:48 |1.43437|0.01163
11/9/2018/ 1:28:49 |1.80000|0.00937
11/9/2018/ 1:28:50 |1.25625|0.01163
11/9/2018/ 1:28:51 |1.76250|0.01312
11/9/2018/ 1:28:52 |1.35938|0.00937
11/9/2018/ 1:28:53 |1.28438|0.01237
11/9/2018/ 1:28:54 |1.92187|0.01050
11/9/2018/ 1:28:55 |1.34062|0.01200
11/9/2018/ 1:28:56 |1.43437|0.01425
11/9/2018/ 1:28:57 |1.74375|0.01087
11/9/2018/ 1:28:58 |1.31250|0.01163
11/9/2018/ 1:28:59 |1.68750|0.01087
11/9/2018/ 1:29:0 |1.34062|0.01463
11/9/2018/ 1:29:1 |1.35938|0.01237
11/9/2018/ 1:29:2 |1.75313|0.00862
11/9/2018/ 1:29:3 |1.23750|0.01163
11/9/2018/ 1:29:4 |1.80937|0.01312
11/9/2018/ 1:29:5 |1.27500|0.01050
11/9/2018/ 1:29:6 |1.31250|0.01350
11/9/2018/ 1:29:7 |1.71562|0.00900
11/9/2018/ 1:29:8 |1.35000|0.01163
11/9/2018/ 1:29:9 |1.32187|0.01425
11/9/2018/ 1:29:10 |1.65000|0.01200
11/9/2018/ 1:29:11 |1.30313|0.01425
11/9/2018/ 1:29:12 |1.77188|0.00937
11/9/2018/ 1:29:13 |1.33125|0.00975
11/9/2018/ 1:29:14 |1.28438|0.01200
11/9/2018/ 1:29:15 |1.84688|0.00900
11/9/2018/ 1:29:16 |1.27500|0.00975
11/9/2018/ 1:29:17 |1.57500|0.01200
11/9/2018/ 1:29:18 |1.77188|0.00975
11/9/2018/ 1:29:19 |1.23750|0.01388
11/9/2018/ 1:29:20 |1.80937|0.00975
11/9/2018/ 1:29:21 |1.36875|0.01050
11/9/2018/ 1:29:22 |1.20000|0.01200
11/9/2018/ 1:29:23 |1.82812|0.00975
11/9/2018/ 1:29:24 |1.43437|0.00975
11/9/2018/ 1:29:25 |1.51875|0.01200
11/9/2018/ 1:29:26 |1.75313|0.00975
11/9/2018/ 1:29:27 |1.22812|0.01388
11/9/2018/ 1:29:28 |1.68750|0.00937
11/9/2018/ 1:29:29 |1.35000|0.01050
11/9/2018/ 1:29:30 |1.41562|0.01200
11/9/2018/ 1:29:31 |1.89375|0.01012
11/9/2018/ 1:29:32 |1.26563|0.01200
11/9/2018/ 1:29:33 |1.80937|0.00937
11/9/2018/ 1:29:34 |1.28438|0.01350
11/9/2018/ 1:29:35 |1.45312|0.01087
11/9/2018/ 1:29:36 |1.82812|0.01050
11/9/2018/ 1:29:37 |1.34062|0.01350
11/9/2018/ 1:29:38 |1.44375|0.01312
11/9/2018/ 1:29:39 |1.60312|0.00937
11/9/2018/ 1:29:40 |1.30313|0.01425
11/9/2018/ 1:29:41 |1.80000|0.00975
11/9/2018/ 1:29:42 |1.69687|0.01125
11/9/2018/ 1:29:43 |1.35938|0.01425
11/9/2018/ 1:29:44 |1.63125|0.00975
11/9/2018/ 1:29:45 |1.35000|0.01350
11/9/2018/ 1:29:46 |1.78125|0.01087
11/9/2018/ 1:29:47 |1.64062|0.01125
11/9/2018/ 1:29:48 |1.33125|0.01163
11/9/2018/ 1:29:49 |1.70625|0.00937
11/9/2018/ 1:29:50 |1.27500|0.01388
11/9/2018/ 1:29:51 |1.59375|0.01087
11/9/2018/ 1:29:52 |1.40625|0.00900
11/9/2018/ 1:29:53 |1.35938|0.01388
11/9/2018/ 1:29:54 |1.81875|0.00900
11/9/2018/ 1:29:55 |1.27500|0.01463
11/9/2018/ 1:29:56 |1.87500|0.01163
11/9/2018/ 1:29:57 |1.43437|0.01050
11/9/2018/ 1:29:58 |1.55625|0.01125
11/9/2018/ 1:29:59 |1.56563|0.01050
11/9/2018/ 1:30:0 |1.26563|0.01350
11/9/2018/ 1:30:1 |1.78125|0.01012
11/9/2018/ 1:30:2 |1.40625|0.00937
11/9/2018/ 1:30:3 |1.75313|0.01312
11/9/2018/ 1:30:4 |1.50937|0.01200
11/9/2018/ 1:30:5 |1.82812|0.00975
11/9/2018/ 1:30:6 |1.33125|0.01125
11/9/2018/ 1:30:7 |1.72500|0.01012
11/9/2018/ 1:30:8 |1.66875|0.01163
11/9/2018/ 1:30:9 |1.25625|0.01312
11/9/2018/ 1:30:10 |1.83750|0.00937
11/9/2018/ 1:30:11 |1.36875|0.01275
11/9/2018/ 1:30:12 |1.82812|0.00975
11/9/2018/ 1:30:13 |1.52812|0.01163
11/9/2018/ 1:30:14 |1.35000|0.01237
11/9/2018/ 1:30:15 |1.65938|0.00937
11/9/2018/ 1:30:16 |1.32187|0.01312
11/9/2018/ 1:30:17 |1.88437|0.01087
11/9/2018/ 1:30:18 |1.39688|0.01087
11/9/2018/ 1:30:19 |1.23750|0.01388
11/9/2018/ 1:30:20 |1.68750|0.01050
11/9/2018/ 1:30:21 |1.37813|0.01050
11/9/2018/ 1:30:22 |1.48125|0.01275
11/9/2018/ 1:30:23 |1.83750|0.00975
11/9/2018/ 1:30:24 |1.22812|0.01163
11/9/2018/ 1:30:25 |1.74375|0.00900
11/9/2018/ 1:30:26 |1.30313|0.00975
11/9/2018/ 1:30:27 |1.54687|0.01125
11/9/2018/ 1:30:28 |1.73437|0.01163
11/9/2018/ 1:30:29 |1.26563|0.01163
11/9/2018/ 1:30:30 |1.83750|0.01312
11/9/2018/ 1:30:31 |1.45312|0.00900
11/9/2018/ 1:30:32 |1.64062|0.01237
11/9/2018/ 1:30:33 |1.74375|0.00937
11/9/2018/ 1:30:34 |1.37813|0.01425
11/9/2018/ 1:30:35 |1.47188|0.01388
11/9/2018/ 1:30:36 |1.73437|0.01163
11/9/2018/ 1:30:37 |1.36875|0.01350
11/9/2018/ 1:30:38 |1.93125|0.01163
11/9/2018/ 1:30:39 |1.35000|0.01425
11/9/2018/ 1:30:40 |1.46250|0.01350
11/9/2018/ 1:30:41 |1.65938|0.01125
11/9/2018/ 1:30:42 |1.35938|0.01388
11/9/2018/ 1:30:43 |1.89375|0.01087
11/9/2018/ 1:30:44 |1.41562|0.01012
11/9/2018/ 1:30:45 |1.40625|0.01388
11/9/2018/ 1:30:46 |1.78125|0.00975
11/9/2018/ 1:30:47 |1.29375|0.01125
11/9/2018/ 1:30:48 |1.44375|0.01312
11/9/2018/ 1:30:49 |1.71562|0.01087
11/9/2018/ 1:30:50 |1.26563|0.01463
11/9/2018/ 1:30:51 |1.98750|0.01087
11/9/2018/ 1:30:52 |1.30313|0.01425
11/9/2018/ 1:30:53 |1.62187|0.01012
11/9/2018/ 1:30:54 |1.53750|0.01087
11/9/2018/ 1:30:55 |1.32187|0.01125
11/9/2018/ 1:30:56 |1.71562|0.00862
11/9/2018/ 1:30:57 |1.28438|0.01350
11/9/2018/ 1:30:58 |1.90312|0.01087
11/9/2018/ 1:30:59 |1.34062|0.01350
11/9/2018/ 1:31:0 |1.52812|0.01275
11/9/2018/ 1:31:1 |1.53750|0.01087
11/9/2018/ 1:31:2 |1.26563|0.01388
11/9/2018/ 1:31:3 |1.83750|0.01125
11/9/2018/ 1:31:4 |1.37813|0.01425
11/9/2018/ 1:31:5 |1.46250|0.01237
11/9/2018/ 1:31:6 |1.68750|0.01125
11/9/2018/ 1:31:7 |1.30313|0.01350
11/9/2018/ 1:31:8 |1.80000|0.00937
11/9/2018/ 1:31:9 |1.25625|0.01350
11/9/2018/ 1:31:10 |1.77188|0.01200
11/9/2018/ 1:31:11 |1.49063|0.00937
11/9/2018/ 1:31:12 |1.35938|0.01312
11/9/2018/ 1:31:13 |1.79062|0.01012
11/9/2018/ 1:31:14 |1.33125|0.01050
11/9/2018/ 1:31:15 |1.65938|0.01087
11/9/2018/ 1:31:16 |1.34062|0.01425
11/9/2018/ 1:31:17 |1.25625|0.01425
11/9/2018/ 1:31:18 |1.85625|0.00900
11/9/2018/ 1:31:19 |1.24687|0.01388
11/9/2018/ 1:31:20 |1.78125|0.01087
11/9/2018/ 1:31:21 |1.54687|0.00975
11/9/2018/ 1:31:22 |1.34062|0.01275
11/9/2018/ 1:31:23 |1.85625|0.00862
11/9/2018/ 1:31:24 |1.30313|0.01425
11/9/2018/ 1:31:25 |1.82812|0.01125
11/9/2018/ 1:31:26 |1.35000|0.01163
11/9/2018/ 1:31:27 |1.40625|0.01237
11/9/2018/ 1:31:28 |1.73437|0.00900
11/9/2018/ 1:31:29 |1.29375|0.01388
11/9/2018/ 1:31:30 |1.83750|0.01087
11/9/2018/ 1:31:31 |1.51875|0.01087
11/9/2018/ 1:31:32 |1.24687|0.01388
11/9/2018/ 1:31:33 |1.87500|0.01087
11/9/2018/ 1:31:34 |1.48125|0.01050
11/9/2018/ 1:31:35 |1.66875|0.01237
11/9/2018/ 1:31:36 |1.52812|0.01012
11/9/2018/ 1:31:37 |1.27500|0.01388
11/9/2018/ 1:31:38 |1.81875|0.00937
11/9/2018/ 1:31:39 |1.30313|0.01087
11/9/2018/ 1:31:40 |1.57500|0.01200
11/9/2018/ 1:31:41 |1.51875|0.01087
11/9/2018/ 1:31:42 |1.24687|0.01425
11/9/2018/ 1:31:43 |1.90312|0.00975
11/9/2018/ 1:31:44 |1.39688|0.00975
11/9/2018/ 1:31:45 |1.29375|0.01312
11/9/2018/ 1:31:46 |1.90312|0.00975
11/9/2018/ 1:31:47 |1.32187|0.01125
11/9/2018/ 1:31:48 |1.66875|0.01350
11/9/2018/ 1:31:49 |1.74375|0.00937
11/9/2018/ 1:31:50 |1.30313|0.01087
11/9/2018/ 1:31:51 |1.81875|0.00900
11/9/2018/ 1:31:52 |1.37813|0.01425
11/9/2018/ 1:31:53 |1.67813|0.01163
11/9/2018/ 1:31:54 |1.62187|0.01237
11/9/2018/ 1:31:55 |1.32187|0.01350
11/9/2018/ 1:31:56 |1.70625|0.00975
11/9/2018/ 1:31:57 |1.29375|0.01425
11/9/2018/ 1:31:58 |1.86563|0.01200
11/9/2018/ 1:31:59 |1.29375|0.01237
11/9/2018/ 1:32:0 |1.78125|0.01087
11/9/2018/ 1:32:1 |1.35938|0.00937
11/9/2018/ 1:32:2 |1.36875|0.01425
11/9/2018/ 1:32:3 |1.82812|0.01125
11/9/2018/ 1:32:4 |1.41562|0.00975
11/9/2018/ 1:32:5 |1.57500|0.01537
11/9/2018/ 1:32:6 |1.60312|0.00937
11/9/2018/ 1:32:7 |1.25625|0.01275
11/9/2018/ 1:32:8 |1.84688|0.01050
11/9/2018/ 1:32:9 |1.47188|0.01050
11/9/2018/ 1:32:10 |1.31250|0.01350
11/9/2018/ 1:32:11 |1.69687|0.01275
11/9/2018/ 1:32:12 |1.35000|0.01350
11/9/2018/ 1:32:13 |1.66875|0.01200
11/9/2018/ 1:32:14 |1.76250|0.00862
11/9/2018/ 1:32:15 |1.28438|0.01425
11/9/2018/ 1:32:16 |1.80000|0.01163
11/9/2018/ 1:32:17 |1.50000|0.00975
11/9/2018/ 1:32:18 |1.53750|0.01237
11/9/2018/ 1:32:19 |1.79062|0.00900
11/9/2018/ 1:32:20 |1.25625|0.00787
11/9/2018/ 1:32:21 |1.69687|0.00975
11/9/2018/ 1:32:22 |1.31250|0.01463
11/9/2018/ 1:32:23 |1.80937|0.01050
11/9/2018/ 1:32:24 |1.47188|0.01012
11/9/2018/ 1:32:25 |1.44375|0.01163
11/9/2018/ 1:32:26 |1.61250|0.01125
11/9/2018/ 1:32:27 |1.27500|0.01350
11/9/2018/ 1:32:28 |1.42500|0.01087
11/9/2018/ 1:32:29 |1.52812|0.01200
11/9/2018/ 1:32:30 |1.22812|0.01425
11/9/2018/ 1:32:31 |1.87500|0.01050
11/9/2018/ 1:32:32 |1.44375|0.00975
11/9/2018/ 1:32:33 |1.62187|0.01237
11/9/2018/ 1:32:34 |1.49063|0.01012
11/9/2018/ 1:32:35 |1.32187|0.01350
11/9/2018/ 1:32:36 |1.89375|0.00975
11/9/2018/ 1:32:37 |1.31250|0.01463
11/9/2018/ 1:32:38 |1.82812|0.01050
11/9/2018/ 1:32:39 |1.68750|0.01087
11/9/2018/ 1:32:40 |1.33125|0.01275
11/9/2018/ 1:32:41 |1.71562|0.01350
11/9/2018/ 1:32:42 |1.30313|0.00975
11/9/2018/ 1:32:43 |1.59375|0.01237
11/9/2018/ 1:32:44 |1.71562|0.00937
11/9/2018/ 1:32:45 |1.28438|0.01012
11/9/2018/ 1:32:46 |1.84688|0.00937
11/9/2018/ 1:32:47 |1.25625|0.01463
11/9/2018/ 1:32:48 |1.76250|0.01012
11/9/2018/ 1:32:49 |1.50937|0.00975
11/9/2018/ 1:32:50 |1.63125|0.01087
11/9/2018/ 1:32:51 |1.37813|0.00937
11/9/2018/ 1:32:52 |1.31250|0.01312
11/9/2018/ 1:32:53 |1.62187|0.01200
11/9/2018/ 1:32:54 |1.24687|0.01350
11/9/2018/ 1:32:55 |1.84688|0.00975
11/9/2018/ 1:32:56 |1.44375|0.01087
11/9/2018/ 1:32:57 |1.32187|0.01425
11/9/2018/ 1:32:58 |1.73437|0.00975
11/9/2018/ 1:32:59 |1.22812|0.01950
11/9/2018/ 1:33:0 |1.80000|0.01087
11/9/2018/ 1:33:1 |1.28438|0.01237
11/9/2018/ 1:33:2 |1.50937|0.01237
11/9/2018/ 1:33:3 |1.64062|0.01012
11/9/2018/ 1:33:4 |1.29375|0.01425
11/9/2018/ 1:33:5 |1.81875|0.00900
11/9/2018/ 1:33:6 |1.33125|0.01388
11/9/2018/ 1:33:7 |1.73437|0.01125
11/9/2018/ 1:33:8 |1.34062|0.00825
11/9/2018/ 1:33:9 |1.32187|0.01200
11/9/2018/ 1:33:10 |1.66875|0.00975
11/9/2018/ 1:33:11 |1.31250|0.01388
11/9/2018/ 1:33:12 |1.41562|0.01237
11/9/2018/ 1:33:13 |1.57500|0.01163
11/9/2018/ 1:33:14 |1.24687|0.01275
11/9/2018/ 1:33:15 |1.77188|0.01012
11/9/2018/ 1:33:16 |1.37813|0.01125
11/9/2018/ 1:33:17 |1.65000|0.01125
11/9/2018/ 1:33:18 |1.39688|0.00900
11/9/2018/ 1:33:19 |1.34062|0.01163
11/9/2018/ 1:33:20 |1.65938|0.00937
11/9/2018/ 1:33:21 |1.26563|0.01463
11/9/2018/ 1:33:22 |1.70625|0.01650
11/9/2018/ 1:33:23 |1.36875|0.01463
11/9/2018/ 1:33:24 |1.39688|0.01275
11/9/2018/ 1:33:25 |1.78125|0.01012
11/9/2018/ 1:33:26 |1.44375|0.01012
11/9/2018/ 1:33:27 |1.50937|0.01312
11/9/2018/ 1:33:28 |1.55625|0.01163
11/9/2018/ 1:33:29 |1.26563|0.01425
11/9/2018/ 1:33:30 |1.89375|0.01087
11/9/2018/ 1:33:31 |1.33125|0.01050
11/9/2018/ 1:33:32 |1.52812|0.01163
11/9/2018/ 1:33:33 |1.58438|0.01125
11/9/2018/ 1:33:34 |1.26563|0.01350
11/9/2018/ 1:33:35 |1.84688|0.00975
11/9/2018/ 1:33:36 |1.28438|0.01012
11/9/2018/ 1:33:37 |1.71562|0.01125
11/9/2018/ 1:33:38 |1.61250|0.01200
11/9/2018/ 1:33:39 |1.21875|0.01425
11/9/2018/ 1:33:40 |1.79062|0.01050
11/9/2018/ 1:33:41 |1.49063|0.01050
11/9/2018/ 1:33:42 |1.50000|0.01312
11/9/2018/ 1:33:43 |1.81875|0.00975
11/9/2018/ 1:33:44 |1.29375|0.01388
11/9/2018/ 1:33:45 |1.88437|0.01012
11/9/2018/ 1:33:46 |1.26563|0.01087
11/9/2018/ 1:33:47 |1.68750|0.01237
11/9/2018/ 1:33:48 |1.67813|0.01163
11/9/2018/ 1:33:49 |1.31250|0.01200
11/9/2018/ 1:33:50 |1.69687|0.00900
11/9/2018/ 1:33:51 |1.25625|0.01350
11/9/2018/ 1:33:52 |1.84688|0.01163
11/9/2018/ 1:33:53 |1.50937|0.01087
11/9/2018/ 1:33:54 |1.60312|0.00900
11/9/2018/ 1:33:55 |1.23750|0.01200
11/9/2018/ 1:33:56 |1.79062|0.01125
11/9/2018/ 1:33:57 |1.43437|0.01087
11/9/2018/ 1:33:58 |1.48125|0.01050
11/9/2018/ 1:33:59 |1.71562|0.00825
11/9/2018/ 1:34:0 |1.23750|0.01312
11/9/2018/ 1:34:1 |1.69687|0.00975
11/9/2018/ 1:34:2 |1.33125|0.01125
11/9/2018/ 1:34:3 |1.66875|0.01012
11/9/2018/ 1:34:4 |1.50000|0.01163
11/9/2018/ 1:34:5 |1.30313|0.01575
11/9/2018/ 1:34:6 |1.73437|0.00975
11/9/2018/ 1:34:7 |1.22812|0.01537
11/9/2018/ 1:34:8 |1.51875|0.01312
11/9/2018/ 1:34:9 |1.68750|0.00975
11/9/2018/ 1:34:10 |1.24687|0.01237
11/9/2018/ 1:34:11 |1.81875|0.01012
11/9/2018/ 1:34:12 |1.35938|0.01463
11/9/2018/ 1:34:13 |1.71562|0.01050
11/9/2018/ 1:34:14 |1.57500|0.01125
11/9/2018/ 1:34:15 |1.30313|0.01312
11/9/2018/ 1:34:16 |1.76250|0.00900
11/9/2018/ 1:34:17 |1.24687|0.01425
11/9/2018/ 1:34:18 |1.80937|0.01200
