DIA/MES/ANO HORA:MINUTO:SEGUNDO |  TENSÃO | CORRENTE 
20/9/2018/ 0:1:16 |2.57812|0.00937
20/9/2018/ 0:1:17 |2.15625|0.01575
20/9/2018/ 0:1:18 |2.64375|0.01200
20/9/2018/ 0:1:19 |2.52187|0.01875
20/9/2018/ 0:1:20 |2.25000|0.01312
20/9/2018/ 0:1:21 |2.85000|0.01163
20/9/2018/ 0:1:22 |2.36250|0.01388
20/9/2018/ 0:1:23 |2.35312|0.01350
20/9/2018/ 0:1:24 |2.71875|0.01050
20/9/2018/ 0:1:25 |2.25000|0.01012
20/9/2018/ 0:1:26 |2.21250|0.01275
20/9/2018/ 0:1:27 |2.83125|0.01163
20/9/2018/ 0:1:28 |2.40000|0.01087
20/9/2018/ 0:1:29 |2.15625|0.02288
20/9/2018/ 0:1:30 |2.86875|0.01050
20/9/2018/ 0:1:31 |2.25000|0.01388
20/9/2018/ 0:1:32 |2.33437|0.01350
20/9/2018/ 0:1:33 |2.67187|0.01463
20/9/2018/ 0:1:34 |2.22187|0.01312
20/9/2018/ 0:1:35 |2.86875|0.01163
20/9/2018/ 0:1:36 |2.33437|0.01425
20/9/2018/ 0:1:37 |2.65312|0.01237
20/9/2018/ 0:1:38 |2.70937|0.00975
20/9/2018/ 0:1:39 |2.23125|0.01163
20/9/2018/ 0:1:40 |2.85000|0.01200
20/9/2018/ 0:1:41 |2.35312|0.01050
20/9/2018/ 0:1:42 |2.20312|0.01163
20/9/2018/ 0:1:43 |2.92500|0.01275
20/9/2018/ 0:1:44 |2.25937|0.01125
20/9/2018/ 0:1:45 |2.55937|0.01350
20/9/2018/ 0:1:46 |2.78437|0.00975
20/9/2018/ 0:1:47 |2.16562|0.01388
20/9/2018/ 0:1:48 |2.71875|0.01012
20/9/2018/ 0:1:49 |2.28750|0.00975
20/9/2018/ 0:1:50 |2.57812|0.01425
20/9/2018/ 0:1:51 |2.43750|0.01200
20/9/2018/ 0:1:52 |2.17500|0.01463
20/9/2018/ 0:1:53 |2.89687|0.01275
20/9/2018/ 0:1:54 |2.17500|0.01875
20/9/2018/ 0:1:55 |2.56875|0.01237
20/9/2018/ 0:1:56 |2.40000|0.01050
20/9/2018/ 0:1:57 |2.22187|0.01425
20/9/2018/ 0:1:58 |2.20312|0.01800
20/9/2018/ 0:1:59 |2.28750|0.01725
20/9/2018/ 0:2:0 |2.77500|0.01125
20/9/2018/ 0:2:1 |2.54062|0.01125
20/9/2018/ 0:2:2 |2.14687|0.01425
20/9/2018/ 0:2:3 |2.47500|0.01575
20/9/2018/ 0:2:4 |2.81250|0.01050
20/9/2018/ 0:2:5 |2.57812|0.01200
20/9/2018/ 0:2:6 |2.15625|0.01688
20/9/2018/ 0:2:7 |2.42812|0.01350
20/9/2018/ 0:2:8 |2.78437|0.01012
20/9/2018/ 0:2:9 |2.54062|0.01425
20/9/2018/ 0:2:10 |2.23125|0.01087
20/9/2018/ 0:2:11 |2.13750|0.01425
20/9/2018/ 0:2:12 |2.56875|0.01388
20/9/2018/ 0:2:13 |2.78437|0.01050
20/9/2018/ 0:2:14 |2.29687|0.01125
20/9/2018/ 0:2:15 |2.18437|0.01425
20/9/2018/ 0:2:16 |2.39062|0.01275
20/9/2018/ 0:2:17 |2.85937|0.00975
20/9/2018/ 0:2:18 |2.37187|0.01087
20/9/2018/ 0:2:19 |2.26875|0.01388
20/9/2018/ 0:2:20 |2.28750|0.01800
20/9/2018/ 0:2:21 |2.79375|0.01050
20/9/2018/ 0:2:22 |2.50312|0.01087
20/9/2018/ 0:2:23 |2.14687|0.01425
20/9/2018/ 0:2:24 |2.19375|0.01875
20/9/2018/ 0:2:25 |2.78437|0.01125
20/9/2018/ 0:2:26 |2.79375|0.01012
20/9/2018/ 0:2:27 |2.34375|0.01050
20/9/2018/ 0:2:28 |2.19375|0.01125
20/9/2018/ 0:2:29 |2.85937|0.01350
20/9/2018/ 0:2:30 |2.80312|0.01163
20/9/2018/ 0:2:31 |2.25937|0.01087
20/9/2018/ 0:2:32 |2.15625|0.01613
20/9/2018/ 0:2:33 |2.76562|0.01163
20/9/2018/ 0:2:34 |2.72812|0.00937
20/9/2018/ 0:2:35 |2.38125|0.01125
20/9/2018/ 0:2:36 |2.17500|0.01725
20/9/2018/ 0:2:37 |2.50312|0.01200
20/9/2018/ 0:2:38 |2.86875|0.01050
20/9/2018/ 0:2:39 |2.59687|0.01125
20/9/2018/ 0:2:40 |2.47500|0.01163
20/9/2018/ 0:2:41 |2.26875|0.01200
20/9/2018/ 0:2:42 |2.19375|0.01388
20/9/2018/ 0:2:43 |2.68125|0.01087
20/9/2018/ 0:2:44 |2.83125|0.01163
20/9/2018/ 0:2:45 |2.30625|0.01763
20/9/2018/ 0:2:46 |2.20312|0.01388
20/9/2018/ 0:2:47 |2.42812|0.01350
20/9/2018/ 0:2:48 |2.88750|0.01012
20/9/2018/ 0:2:49 |2.40937|0.01050
20/9/2018/ 0:2:50 |2.14687|0.01537
20/9/2018/ 0:2:51 |2.25937|0.01388
20/9/2018/ 0:2:52 |2.83125|0.01087
20/9/2018/ 0:2:53 |2.46562|0.01125
20/9/2018/ 0:2:54 |2.16562|0.01725
20/9/2018/ 0:2:55 |2.19375|0.01500
20/9/2018/ 0:2:56 |2.72812|0.01163
20/9/2018/ 0:2:57 |2.87812|0.01050
20/9/2018/ 0:2:58 |2.45625|0.01125
20/9/2018/ 0:2:59 |2.16562|0.01350
20/9/2018/ 0:3:0 |2.64375|0.01350
20/9/2018/ 0:3:1 |2.90625|0.01050
20/9/2018/ 0:3:2 |2.45625|0.01087
20/9/2018/ 0:3:3 |2.29687|0.01425
20/9/2018/ 0:3:4 |2.25000|0.01350
20/9/2018/ 0:3:5 |2.77500|0.01163
20/9/2018/ 0:3:6 |2.34375|0.01087
20/9/2018/ 0:3:7 |2.15625|0.01350
20/9/2018/ 0:3:8 |2.25000|0.01200
20/9/2018/ 0:3:9 |2.85000|0.01087
20/9/2018/ 0:3:10 |2.86875|0.00975
20/9/2018/ 0:3:11 |2.39062|0.01050
20/9/2018/ 0:3:12 |2.16562|0.01650
20/9/2018/ 0:3:13 |2.73750|0.01200
20/9/2018/ 0:3:14 |2.79375|0.01012
20/9/2018/ 0:3:15 |2.41875|0.01087
20/9/2018/ 0:3:16 |2.11875|0.01350
20/9/2018/ 0:3:17 |2.49375|0.01537
20/9/2018/ 0:3:18 |2.85937|0.00975
20/9/2018/ 0:3:19 |2.68125|0.00975
20/9/2018/ 0:3:20 |2.23125|0.01388
20/9/2018/ 0:3:21 |2.36250|0.01988
20/9/2018/ 0:3:22 |2.85937|0.01012
20/9/2018/ 0:3:23 |2.26875|0.01350
20/9/2018/ 0:3:24 |2.16562|0.01388
20/9/2018/ 0:3:25 |2.17500|0.01388
20/9/2018/ 0:3:26 |2.71875|0.01125
20/9/2018/ 0:3:27 |2.70000|0.01163
20/9/2018/ 0:3:28 |2.23125|0.01425
20/9/2018/ 0:3:29 |2.27812|0.01350
20/9/2018/ 0:3:30 |2.58750|0.01763
20/9/2018/ 0:3:31 |2.65312|0.00975
20/9/2018/ 0:3:32 |2.26875|0.00900
20/9/2018/ 0:3:33 |2.19375|0.01312
20/9/2018/ 0:3:34 |2.81250|0.01200
20/9/2018/ 0:3:35 |2.84062|0.01125
20/9/2018/ 0:3:36 |2.22187|0.01087
20/9/2018/ 0:3:37 |2.19375|0.01350
20/9/2018/ 0:3:38 |2.79375|0.01163
20/9/2018/ 0:3:39 |2.41875|0.01163
20/9/2018/ 0:3:40 |2.14687|0.01425
20/9/2018/ 0:3:41 |2.46562|0.01125
20/9/2018/ 0:3:42 |2.77500|0.00975
20/9/2018/ 0:3:43 |2.25937|0.01125
20/9/2018/ 0:3:44 |2.23125|0.01388
20/9/2018/ 0:3:45 |2.64375|0.01050
20/9/2018/ 0:3:46 |2.75625|0.00937
20/9/2018/ 0:3:47 |2.22187|0.01388
20/9/2018/ 0:3:48 |2.31562|0.01350
20/9/2018/ 0:3:49 |2.78437|0.00975
20/9/2018/ 0:3:50 |2.63437|0.01237
20/9/2018/ 0:3:51 |2.16562|0.01388
20/9/2018/ 0:3:52 |2.40000|0.01312
20/9/2018/ 0:3:53 |2.81250|0.00975
20/9/2018/ 0:3:54 |2.27812|0.01087
20/9/2018/ 0:3:55 |2.36250|0.01275
20/9/2018/ 0:3:56 |2.14687|0.01425
20/9/2018/ 0:3:57 |2.44687|0.01237
20/9/2018/ 0:3:58 |2.80312|0.00975
20/9/2018/ 0:3:59 |2.28750|0.01312
20/9/2018/ 0:4:0 |2.08125|0.01425
20/9/2018/ 0:4:1 |2.58750|0.01125
20/9/2018/ 0:4:2 |2.73750|0.00937
20/9/2018/ 0:4:3 |2.25000|0.01388
20/9/2018/ 0:4:4 |2.29687|0.01388
20/9/2018/ 0:4:5 |2.69062|0.01163
20/9/2018/ 0:4:6 |2.64375|0.00937
20/9/2018/ 0:4:7 |2.20312|0.01425
20/9/2018/ 0:4:8 |2.34375|0.01350
20/9/2018/ 0:4:9 |2.55000|0.01237
20/9/2018/ 0:4:10 |2.78437|0.01012
20/9/2018/ 0:4:11 |2.41875|0.01012
20/9/2018/ 0:4:12 |2.12812|0.01350
20/9/2018/ 0:4:13 |2.49375|0.01350
20/9/2018/ 0:4:14 |2.74687|0.00975
20/9/2018/ 0:4:15 |2.26875|0.01125
20/9/2018/ 0:4:16 |2.17500|0.01350
20/9/2018/ 0:4:17 |2.44687|0.01275
20/9/2018/ 0:4:18 |2.57812|0.00937
20/9/2018/ 0:4:19 |2.24062|0.01650
20/9/2018/ 0:4:20 |2.19375|0.02025
20/9/2018/ 0:4:21 |2.53125|0.01763
20/9/2018/ 0:4:22 |2.73750|0.00975
20/9/2018/ 0:4:23 |2.26875|0.01537
20/9/2018/ 0:4:24 |2.11875|0.02063
20/9/2018/ 0:4:25 |2.50312|0.01125
20/9/2018/ 0:4:26 |2.81250|0.01125
20/9/2018/ 0:4:27 |2.46562|0.01163
20/9/2018/ 0:4:28 |2.16562|0.01312
20/9/2018/ 0:4:29 |2.65312|0.01087
20/9/2018/ 0:4:30 |2.76562|0.00900
20/9/2018/ 0:4:31 |2.39062|0.01125
20/9/2018/ 0:4:32 |2.15625|0.01388
20/9/2018/ 0:4:33 |2.54062|0.01312
20/9/2018/ 0:4:34 |2.89687|0.01012
20/9/2018/ 0:4:35 |2.40000|0.01087
20/9/2018/ 0:4:36 |2.14687|0.01425
20/9/2018/ 0:4:37 |2.18437|0.01350
20/9/2018/ 0:4:38 |2.24062|0.01163
20/9/2018/ 0:4:39 |2.78437|0.01125
20/9/2018/ 0:4:40 |2.61562|0.00937
20/9/2018/ 0:4:41 |2.26875|0.01012
20/9/2018/ 0:4:42 |2.15625|0.01312
20/9/2018/ 0:4:43 |2.32500|0.01237
20/9/2018/ 0:4:44 |2.83125|0.01050
20/9/2018/ 0:4:45 |2.58750|0.01125
20/9/2018/ 0:4:46 |2.23125|0.01425
20/9/2018/ 0:4:47 |2.24062|0.01425
20/9/2018/ 0:4:48 |2.75625|0.01050
20/9/2018/ 0:4:49 |2.74687|0.01050
20/9/2018/ 0:4:50 |2.57812|0.01163
20/9/2018/ 0:4:51 |2.17500|0.01725
20/9/2018/ 0:4:52 |2.31562|0.01312
20/9/2018/ 0:4:53 |2.57812|0.01237
20/9/2018/ 0:4:54 |2.85000|0.01125
20/9/2018/ 0:4:55 |2.64375|0.00975
20/9/2018/ 0:4:56 |2.32500|0.01050
20/9/2018/ 0:4:57 |2.12812|0.01388
20/9/2018/ 0:4:58 |2.45625|0.01275
20/9/2018/ 0:4:59 |2.80312|0.01087
20/9/2018/ 0:5:0 |2.55937|0.01125
20/9/2018/ 0:5:1 |2.36250|0.01050
20/9/2018/ 0:5:2 |2.16562|0.01350
20/9/2018/ 0:5:3 |2.34375|0.01275
20/9/2018/ 0:5:4 |2.85000|0.01050
20/9/2018/ 0:5:5 |2.58750|0.00975
20/9/2018/ 0:5:6 |2.40000|0.01050
20/9/2018/ 0:5:7 |2.18437|0.01312
20/9/2018/ 0:5:8 |2.15625|0.01350
20/9/2018/ 0:5:9 |2.47500|0.01312
20/9/2018/ 0:5:10 |2.91562|0.01012
20/9/2018/ 0:5:11 |2.40000|0.01237
20/9/2018/ 0:5:12 |2.12812|0.01650
20/9/2018/ 0:5:13 |2.18437|0.01350
20/9/2018/ 0:5:14 |2.71875|0.01200
20/9/2018/ 0:5:15 |2.73750|0.00937
20/9/2018/ 0:5:16 |2.29687|0.01087
20/9/2018/ 0:5:17 |2.20312|0.01312
20/9/2018/ 0:5:18 |2.29687|0.01388
20/9/2018/ 0:5:19 |2.75625|0.01087
20/9/2018/ 0:5:20 |2.46562|0.01125
20/9/2018/ 0:5:21 |2.20312|0.01425
20/9/2018/ 0:5:22 |2.15625|0.01425
20/9/2018/ 0:5:23 |2.34375|0.01350
20/9/2018/ 0:5:24 |2.63437|0.01200
20/9/2018/ 0:5:25 |2.85000|0.01050
20/9/2018/ 0:5:26 |2.42812|0.01087
20/9/2018/ 0:5:27 |2.13750|0.01425
20/9/2018/ 0:5:28 |2.40000|0.01275
20/9/2018/ 0:5:29 |2.83125|0.01500
20/9/2018/ 0:5:30 |2.84062|0.00975
20/9/2018/ 0:5:31 |2.36250|0.01087
20/9/2018/ 0:5:32 |2.11875|0.01425
20/9/2018/ 0:5:33 |2.51250|0.01312
20/9/2018/ 0:5:34 |2.78437|0.01350
20/9/2018/ 0:5:35 |2.80312|0.01125
20/9/2018/ 0:5:36 |2.52187|0.01087
20/9/2018/ 0:5:37 |2.33437|0.01050
20/9/2018/ 0:5:38 |2.11875|0.01388
20/9/2018/ 0:5:39 |2.60625|0.01275
20/9/2018/ 0:5:40 |2.78437|0.01012
20/9/2018/ 0:5:41 |2.55937|0.01650
20/9/2018/ 0:5:42 |2.28750|0.01388
20/9/2018/ 0:5:43 |2.28750|0.01388
20/9/2018/ 0:5:44 |2.84062|0.01087
20/9/2018/ 0:5:45 |2.45625|0.01125
20/9/2018/ 0:5:46 |2.25000|0.01537
20/9/2018/ 0:5:47 |2.24062|0.01350
20/9/2018/ 0:5:48 |2.78437|0.01125
20/9/2018/ 0:5:49 |2.50312|0.01200
20/9/2018/ 0:5:50 |2.23125|0.01350
20/9/2018/ 0:5:51 |2.11875|0.01350
20/9/2018/ 0:5:52 |2.34375|0.01350
20/9/2018/ 0:5:53 |2.39062|0.01312
20/9/2018/ 0:5:54 |2.87812|0.01275
20/9/2018/ 0:5:55 |2.77500|0.00975
20/9/2018/ 0:5:56 |2.35312|0.01650
20/9/2018/ 0:5:57 |2.15625|0.01613
20/9/2018/ 0:5:58 |2.23125|0.01388
20/9/2018/ 0:5:59 |2.26875|0.01312
20/9/2018/ 0:6:0 |2.63437|0.01087
20/9/2018/ 0:6:1 |2.90625|0.01200
20/9/2018/ 0:6:2 |2.62500|0.00937
20/9/2018/ 0:6:3 |2.36250|0.01050
20/9/2018/ 0:6:4 |2.12812|0.01463
20/9/2018/ 0:6:5 |2.27812|0.01312
20/9/2018/ 0:6:6 |2.31562|0.01388
20/9/2018/ 0:6:7 |2.28750|0.01425
20/9/2018/ 0:6:8 |2.83125|0.01125
20/9/2018/ 0:6:9 |2.58750|0.01163
20/9/2018/ 0:6:10 |2.25000|0.01163
20/9/2018/ 0:6:11 |2.20312|0.02063
20/9/2018/ 0:6:12 |2.33437|0.01913
20/9/2018/ 0:6:13 |2.78437|0.01087
20/9/2018/ 0:6:14 |2.56875|0.01350
20/9/2018/ 0:6:15 |2.19375|0.01312
20/9/2018/ 0:6:16 |2.27812|0.01800
20/9/2018/ 0:6:17 |2.62500|0.01163
20/9/2018/ 0:6:18 |2.82187|0.00975
20/9/2018/ 0:6:19 |2.32500|0.01125
20/9/2018/ 0:6:20 |2.19375|0.01275
20/9/2018/ 0:6:21 |2.24062|0.01237
20/9/2018/ 0:6:22 |2.86875|0.01350
20/9/2018/ 0:6:23 |2.75625|0.00937
20/9/2018/ 0:6:24 |2.28750|0.01388
20/9/2018/ 0:6:25 |2.24062|0.01350
20/9/2018/ 0:6:26 |2.77500|0.01050
20/9/2018/ 0:6:27 |2.77500|0.00975
20/9/2018/ 0:6:28 |2.26875|0.01350
20/9/2018/ 0:6:29 |2.21250|0.01275
20/9/2018/ 0:6:30 |2.82187|0.01087
20/9/2018/ 0:6:31 |2.41875|0.01087
20/9/2018/ 0:6:32 |2.19375|0.01388
20/9/2018/ 0:6:33 |2.23125|0.01275
20/9/2018/ 0:6:34 |2.85000|0.01125
20/9/2018/ 0:6:35 |2.51250|0.01312
20/9/2018/ 0:6:36 |2.44687|0.01312
20/9/2018/ 0:6:37 |2.78437|0.01087
20/9/2018/ 0:6:38 |2.42812|0.01050
20/9/2018/ 0:6:39 |2.20312|0.01425
20/9/2018/ 0:6:40 |2.25000|0.01725
20/9/2018/ 0:6:41 |2.75625|0.01237
20/9/2018/ 0:6:42 |2.71875|0.01125
20/9/2018/ 0:6:43 |2.39062|0.01012
20/9/2018/ 0:6:44 |2.18437|0.01388
20/9/2018/ 0:6:45 |2.24062|0.01388
20/9/2018/ 0:6:46 |2.69062|0.01125
20/9/2018/ 0:6:47 |2.69062|0.01275
20/9/2018/ 0:6:48 |2.75625|0.00975
20/9/2018/ 0:6:49 |2.51250|0.01087
20/9/2018/ 0:6:50 |2.26875|0.01688
20/9/2018/ 0:6:51 |2.27812|0.01575
20/9/2018/ 0:6:52 |2.19375|0.01237
20/9/2018/ 0:6:53 |2.35312|0.01350
20/9/2018/ 0:6:54 |2.78437|0.01125
20/9/2018/ 0:6:55 |2.84062|0.01012
20/9/2018/ 0:6:56 |2.72812|0.00937
20/9/2018/ 0:6:57 |2.38125|0.01050
20/9/2018/ 0:6:58 |2.13750|0.01425
20/9/2018/ 0:6:59 |2.30625|0.01163
20/9/2018/ 0:7:0 |2.68125|0.01125
20/9/2018/ 0:7:1 |2.77500|0.01125
20/9/2018/ 0:7:2 |2.40937|0.01312
20/9/2018/ 0:7:3 |2.28750|0.00975
20/9/2018/ 0:7:4 |2.16562|0.01350
20/9/2018/ 0:7:5 |2.24062|0.01237
20/9/2018/ 0:7:6 |2.70937|0.01575
20/9/2018/ 0:7:7 |2.86875|0.00975
20/9/2018/ 0:7:8 |2.79375|0.00975
20/9/2018/ 0:7:9 |2.34375|0.01050
20/9/2018/ 0:7:10 |2.15625|0.01388
20/9/2018/ 0:7:11 |2.35312|0.01875
20/9/2018/ 0:7:12 |2.77500|0.01463
20/9/2018/ 0:7:13 |2.56875|0.00975
20/9/2018/ 0:7:14 |2.33437|0.01012
20/9/2018/ 0:7:15 |2.31562|0.01200
20/9/2018/ 0:7:16 |2.15625|0.01425
20/9/2018/ 0:7:17 |2.50312|0.01425
20/9/2018/ 0:7:18 |2.80312|0.01613
20/9/2018/ 0:7:19 |2.51250|0.01312
20/9/2018/ 0:7:20 |2.41875|0.01050
20/9/2018/ 0:7:21 |2.33437|0.01050
20/9/2018/ 0:7:22 |2.19375|0.01312
20/9/2018/ 0:7:23 |2.46562|0.01200
20/9/2018/ 0:7:24 |2.82187|0.01050
20/9/2018/ 0:7:25 |2.37187|0.01087
20/9/2018/ 0:7:26 |2.29687|0.01350
20/9/2018/ 0:7:27 |2.17500|0.01463
20/9/2018/ 0:7:28 |2.27812|0.01087
20/9/2018/ 0:7:29 |2.70937|0.01050
20/9/2018/ 0:7:30 |2.89687|0.01012
20/9/2018/ 0:7:31 |2.46562|0.01275
20/9/2018/ 0:7:32 |2.17500|0.01875
20/9/2018/ 0:7:33 |2.17500|0.01350
20/9/2018/ 0:7:34 |2.33437|0.01500
20/9/2018/ 0:7:35 |2.62500|0.01163
20/9/2018/ 0:7:36 |2.81250|0.01050
20/9/2018/ 0:7:37 |2.70000|0.01350
20/9/2018/ 0:7:38 |2.30625|0.01087
20/9/2018/ 0:7:39 |2.15625|0.01388
20/9/2018/ 0:7:40 |2.37187|0.01163
20/9/2018/ 0:7:41 |2.44687|0.01275
20/9/2018/ 0:7:42 |2.87812|0.01087
20/9/2018/ 0:7:43 |2.76562|0.00937
20/9/2018/ 0:7:44 |2.31562|0.01050
20/9/2018/ 0:7:45 |2.15625|0.01425
20/9/2018/ 0:7:46 |2.35312|0.01500
20/9/2018/ 0:7:47 |2.62500|0.01200
20/9/2018/ 0:7:48 |2.84062|0.01012
20/9/2018/ 0:7:49 |2.56875|0.01125
20/9/2018/ 0:7:50 |2.36250|0.01200
20/9/2018/ 0:7:51 |2.09062|0.01200
20/9/2018/ 0:7:52 |2.45625|0.01463
20/9/2018/ 0:7:53 |2.82187|0.01087
20/9/2018/ 0:7:54 |2.67187|0.00975
20/9/2018/ 0:7:55 |2.23125|0.01425
20/9/2018/ 0:7:56 |2.25937|0.01388
20/9/2018/ 0:7:57 |2.75625|0.01125
20/9/2018/ 0:7:58 |2.79375|0.01237
20/9/2018/ 0:7:59 |2.48437|0.01087
20/9/2018/ 0:8:0 |2.13750|0.01613
20/9/2018/ 0:8:1 |2.52187|0.01613
20/9/2018/ 0:8:2 |2.85000|0.00975
20/9/2018/ 0:8:3 |2.62500|0.01200
20/9/2018/ 0:8:4 |2.44687|0.01087
20/9/2018/ 0:8:5 |2.18437|0.01275
20/9/2018/ 0:8:6 |2.38125|0.01350
20/9/2018/ 0:8:7 |2.85937|0.01050
20/9/2018/ 0:8:8 |2.59687|0.01125
20/9/2018/ 0:8:9 |2.37187|0.01050
20/9/2018/ 0:8:10 |2.17500|0.01388
20/9/2018/ 0:8:11 |2.61562|0.01237
20/9/2018/ 0:8:12 |2.79375|0.00975
20/9/2018/ 0:8:13 |2.26875|0.01012
20/9/2018/ 0:8:14 |2.30625|0.01312
20/9/2018/ 0:8:15 |2.28750|0.01050
20/9/2018/ 0:8:16 |2.59687|0.01237
20/9/2018/ 0:8:17 |2.90625|0.00975
20/9/2018/ 0:8:18 |2.36250|0.01050
20/9/2018/ 0:8:19 |2.34375|0.01087
20/9/2018/ 0:8:20 |2.22187|0.01350
20/9/2018/ 0:8:21 |2.26875|0.01388
20/9/2018/ 0:8:22 |2.88750|0.01163
20/9/2018/ 0:8:23 |2.68125|0.00937
20/9/2018/ 0:8:24 |2.42812|0.01163
20/9/2018/ 0:8:25 |2.34375|0.01388
20/9/2018/ 0:8:26 |2.24062|0.01350
20/9/2018/ 0:8:27 |2.45625|0.01312
20/9/2018/ 0:8:28 |2.91562|0.01125
20/9/2018/ 0:8:29 |2.78437|0.00937
20/9/2018/ 0:8:30 |2.42812|0.01087
20/9/2018/ 0:8:31 |2.45625|0.01200
20/9/2018/ 0:8:32 |2.19375|0.01463
20/9/2018/ 0:8:33 |2.26875|0.01350
20/9/2018/ 0:8:34 |2.88750|0.01275
20/9/2018/ 0:8:35 |2.64375|0.01200
20/9/2018/ 0:8:36 |2.30625|0.01087
20/9/2018/ 0:8:37 |2.21250|0.01388
20/9/2018/ 0:8:38 |2.27812|0.01388
20/9/2018/ 0:8:39 |2.85000|0.01163
20/9/2018/ 0:8:40 |2.65312|0.00937
20/9/2018/ 0:8:41 |2.55000|0.01050
20/9/2018/ 0:8:42 |2.18437|0.01388
20/9/2018/ 0:8:43 |2.20312|0.01613
20/9/2018/ 0:8:44 |2.65312|0.01087
20/9/2018/ 0:8:45 |2.78437|0.01012
20/9/2018/ 0:8:46 |2.61562|0.01163
20/9/2018/ 0:8:47 |2.22187|0.01125
20/9/2018/ 0:8:48 |2.22187|0.01388
20/9/2018/ 0:8:49 |2.29687|0.01312
20/9/2018/ 0:8:50 |2.86875|0.01125
20/9/2018/ 0:8:51 |2.80312|0.00937
20/9/2018/ 0:8:52 |2.51250|0.01125
20/9/2018/ 0:8:53 |2.24062|0.01388
20/9/2018/ 0:8:54 |2.22187|0.01350
